(n, d, k);[Gematria of ELS];ELS Search Term;Found in WordNumber In Text;WordCoordinatesDWTK;Found in Word In Text;LetterPositionIndex In Word;LetterCoordinatesD5K of First Letter in ELS;Found In Verse
(3187, 7, 4);[8, 10, 300, 40];משיח;813;(5, 2, 12, 3, 813);החרים;2;(5, 2, 12, 12, 3187);ובשעיר ישבו החרים לפנים ובני עשו יירשום וישמידום מפניהם וישבו תחתם כאשר עשה ישראל לארץ ירשתו אשר נתן יהוה להם
(9507, 12, 4);[8, 10, 300, 40];משיח;2458;(5, 4, 49, 9, 2458);תחת;2;(5, 4, 49, 33, 9507);וכל הערבה עבר הירדן מזרחה ועד ים הערבה תחת אשדת הפסגה
(32830, 14, 4);[8, 10, 300, 40];משיח;8523;(5, 21, 3, 5, 8523);החלל;2;(5, 21, 3, 17, 32830);והיה העיר הקרבה אל החלל ולקחו זקני העיר ההוא עגלת בקר אשר לא עבד בה אשר לא משכה בעל
(16699, 15, 4);[8, 10, 300, 40];משיח;4288;(5, 9, 19, 5, 4288);והחמה;3;(5, 9, 19, 17, 16699);כי יגרתי מפני האף והחמה אשר קצף יהוה עליכם להשמיד אתכם וישמע יהוה אלי גם בפעם ההוא
(13281, 26, 4);[8, 10, 300, 40];משיח;3419;(5, 7, 11, 5, 3419);החקים;2;(5, 7, 11, 17, 13281);ושמרת את המצוה ואת החקים ואת המשפטים אשר אנכי מצוך היום לעשותם
(25934, 29, 4);[8, 10, 300, 40];משיח;6673;(5, 15, 11, 13, 6673);תפתח;4;(5, 15, 11, 44, 25934);כי לא יחדל אביון מקרב הארץ על כן אנכי מצוך לאמר פתח תפתח את ידך לאחיך לעניך ולאבינך בארצך
(12961, 31, 4);[8, 10, 300, 40];משיח;3338;(5, 7, 6, 8, 3338);בחר;2;(5, 7, 6, 25, 12961);כי עם קדוש אתה ליהוה אלהיך בך בחר יהוה אלהיך להיות לו לעם סגלה מכל העמים אשר על פני האדמה
(6968, 38, 4);[8, 10, 300, 40];משיח;1807;(5, 4, 9, 19, 1807);חייך;1;(5, 4, 9, 63, 6968);רק השמר לך ושמר נפשך מאד פן תשכח את הדברים אשר ראו עיניך ופן יסורו מלבבך כל ימי חייך והודעתם לבניך ולבני בניך
(39033, 38, 4);[8, 10, 300, 40];משיח;10201;(5, 25, 19, 15, 10201);נחלה;2;(5, 25, 19, 56, 39033);והיה בהניח יהוה אלהיך לך מכל איביך מסביב בארץ אשר יהוה אלהיך נתן לך נחלה לרשתה תמחה את זכר עמלק מתחת השמים לא תשכח
(36888, 41, 4);[8, 10, 300, 40];משיח;9633;(5, 24, 1, 10, 9633);חן;1;(5, 24, 1, 29, 36888);כי יקח איש אשה ובעלה והיה אם לא תמצא חן בעיניו כי מצא בה ערות דבר וכתב לה ספר כריתת ונתן בידה ושלחה מביתו
