(n, d, k);[Gematria of ELS];ELS Search Term;Found in WordNumber In Text;WordCoordinatesDWTK;Found in Word In Text;LetterPositionIndex In Word;LetterCoordinatesD5K of First Letter in ELS;Found In Verse
(36285, -96, 4);[8, 10, 300, 40];משיח;9468;(5, 23, 15, 6, 9468);מחנך;2;(5, 23, 15, 22, 36285);כי יהוה אלהיך מתהלך בקרב מחנך להצילך ולתת איביך לפניך והיה מחניך קדוש ולא יראה בך ערות דבר ושב מאחריך
(53530, -89, 4);[8, 10, 300, 40];משיח;13939;(5, 33, 13, 11, 13939);תחת;2;(5, 33, 13, 45, 53530);וליוסף אמר מברכת יהוה ארצו ממגד שמים מטל ומתהום רבצת תחת
(17738, -79, 4);[8, 10, 300, 40];משיח;4551;(5, 10, 6, 16, 4551);תחתיו;2;(5, 10, 6, 60, 17738);ובני ישראל נסעו מבארת בני יעקן מוסרה שם מת אהרן ויקבר שם ויכהן אלעזר בנו תחתיו
(31818, -78, 4);[8, 10, 300, 40];משיח;8251;(5, 20, 5, 13, 8251);חנכו;1;(5, 20, 5, 42, 31818);ודברו השטרים אל העם לאמר מי האיש אשר בנה בית חדש ולא חנכו ילך וישב לביתו פן ימות במלחמה ואיש אחר יחנכנו
(26446, -76, 4);[8, 10, 300, 40];משיח;6806;(5, 15, 20, 9, 6806);יבחר;3;(5, 15, 20, 37, 26446);לפני יהוה אלהיך תאכלנו שנה בשנה במקום אשר יבחר יהוה אתה וביתך
(14282, -74, 4);[8, 10, 300, 40];משיח;3672;(5, 8, 1, 10, 3672);תחיון;2;(5, 8, 1, 39, 14282);כל המצוה אשר אנכי מצוך היום תשמרון לעשות למען תחיון ורביתם ובאתם וירשתם את הארץ אשר נשבע יהוה לאבתיכם
(27553, -72, 4);[8, 10, 300, 40];משיח;7087;(5, 16, 16, 16, 7087);ובחג;3;(5, 16, 16, 61, 27553);שלוש פעמים בשנה יראה כל זכורך את פני יהוה אלהיך במקום אשר יבחר בחג המצות ובחג השבעות ובחג הסכות ולא יראה את פני יהוה ריקם
(31083, -72, 4);[8, 10, 300, 40];משיח;8052;(5, 19, 12, 4, 8052);ולקחו;4;(5, 19, 12, 17, 31083);ושלחו זקני עירו ולקחו אתו משם ונתנו אתו ביד גאל הדם ומת
(43161, -64, 4);[8, 10, 300, 40];משיח;11255;(5, 28, 31, 2, 11255);טבוח;4;(5, 28, 31, 8, 43161);שורך טבוח לעיניך ולא תאכל ממנו חמרך גזול מלפניך ולא ישוב לך צאנך נתנות לאיביך ואין לך מושיע
(14696, -60, 4);[8, 10, 300, 40];משיח;3780;(5, 8, 8, 2, 3780);חטה;1;(5, 8, 8, 4, 14696);ארץ חטה ושערה וגפן ותאנה ורמון ארץ זית שמן ודבש
(50489, -59, 4);[8, 10, 300, 40];משיח;13145;(5, 31, 29, 17, 13145);באחרית;3;(5, 31, 29, 66, 50489);כי ידעתי אחרי מותי כי השחת תשחתון וסרתם מן הדרך אשר צויתי אתכם וקראת אתכם הרעה באחרית הימים כי תעשו את הרע בעיני יהוה להכעיסו במעשה ידיכם
(3802, -58, 4);[8, 10, 300, 40];משיח;972;(5, 2, 23, 11, 972);תחתם;2;(5, 2, 23, 53, 3802);והעוים הישבים בחצרים עד עזה כפתרים היצאים מכפתר השמידם וישבו תחתם
(51591, -58, 4);[8, 10, 300, 40];משיח;13426;(5, 32, 24, 13, 13426);זחלי;2;(5, 32, 24, 43, 51591);מזי רעב ולחמי רשף וקטב מרירי ושן בהמת אשלח בם עם חמת זחלי עפר
(38008, -57, 4);[8, 10, 300, 40];משיח;9932;(5, 24, 21, 6, 9932);אחריך;2;(5, 24, 21, 19, 38008);כי תבצר כרמך לא תעולל אחריך לגר ליתום ולאלמנה יהיה
(51908, -56, 4);[8, 10, 300, 40];משיח;13508;(5, 32, 33, 1, 13508);חמת;1;(5, 32, 33, 1, 51908);חמת תנינם יינם וראש פתנים אכזר
(21053, -52, 4);[8, 10, 300, 40];משיח;5392;(5, 12, 7, 6, 5392);ושמחתם;4;(5, 12, 7, 26, 21053);ואכלתם שם לפני יהוה אלהיכם ושמחתם בכל משלח ידכם אתם ובתיכם אשר ברכך יהוה אלהיך
(46332, -52, 4);[8, 10, 300, 40];משיח;12074;(5, 29, 17, 8, 12074);משפחה;4;(5, 29, 17, 21, 46332);פן יש בכם איש או אשה או משפחה או שבט אשר לבבו פנה היום מעם יהוה אלהינו ללכת לעבד את אלהי הגוים ההם פן יש בכם שרש פרה ראש ולענה
(16654, -50, 4);[8, 10, 300, 40];משיח;4278;(5, 9, 18, 19, 4278);חטאתם;1;(5, 9, 18, 75, 16654);ואתנפל לפני יהוה כראשנה ארבעים יום וארבעים לילה לחם לא אכלתי ומים לא שתיתי על כל חטאתכם אשר חטאתם לעשות הרע בעיני יהוה להכעיסו
(7695, -49, 4);[8, 10, 300, 40];משיח;1991;(5, 4, 20, 12, 1991);נחלה;2;(5, 4, 20, 48, 7695);ואתכם לקח יהוה ויוצא אתכם מכור הברזל ממצרים להיות לו לעם נחלה כיום הזה
(52299, -49, 4);[8, 10, 300, 40];משיח;13612;(5, 32, 42, 8, 13612);חלל;1;(5, 32, 42, 27, 52299);אשכיר חצי מדם וחרבי תאכל בשר מדם חלל ושביה מראש פרעות אויב
(32830, -48, 4);[8, 10, 300, 40];משיח;8523;(5, 21, 3, 5, 8523);החלל;2;(5, 21, 3, 17, 32830);והיה העיר הקרבה אל החלל ולקחו זקני העיר ההוא עגלת בקר אשר לא עבד בה אשר לא משכה בעל
(766, -47, 4);[8, 10, 300, 40];משיח;194;(5, 1, 15, 6, 194);חכמים;1;(5, 1, 15, 22, 766);ואקח את ראשי שבטיכם אנשים חכמים וידעים ואתן אותם ראשים עליכם שרי אלפים ושרי מאות ושרי חמשים ושרי עשרת ושטרים לשבטיכם
(20774, -47, 4);[8, 10, 300, 40];משיח;5328;(5, 12, 2, 21, 5328);ותחת;3;(5, 12, 2, 79, 20774);אבד תאבדון את כל המקמות אשר עבדו שם הגוים אשר אתם ירשים אתם את אלהיהם על ההרים הרמים ועל הגבעות ותחת כל עץ רענן
(32581, -47, 4);[8, 10, 300, 40];משיח;8452;(5, 20, 19, 11, 8452);תשחית;3;(5, 20, 19, 38, 32581);כי תצור אל עיר ימים רבים להלחם עליה לתפשה לא תשחית את עצה לנדח עליו גרזן כי ממנו תאכל ואתו לא תכרת כי האדם עץ השדה לבא מפניך במצור
(28025, -44, 4);[8, 10, 300, 40];משיח;7218;(5, 17, 3, 5, 7218);וישתחו;5;(5, 17, 3, 24, 28025);וילך ויעבד אלהים אחרים וישתחו להם ולשמש או לירח או לכל צבא השמים אשר לא צויתי
(31504, -44, 4);[8, 10, 300, 40];משיח;8166;(5, 19, 21, 2, 8166);תחוס;2;(5, 19, 21, 5, 31504);ולא תחוס עינך נפש בנפש עין בעין שן בשן יד ביד רגל ברגל
(14156, -39, 4);[8, 10, 300, 40];משיח;3638;(5, 7, 25, 10, 3638);ולקחת;4;(5, 7, 25, 42, 14156);פסילי אלהיהם תשרפון באש לא תחמד כסף וזהב עליהם ולקחת לך פן תוקש בו כי תועבת יהוה אלהיך הוא
(22845, -36, 4);[8, 10, 300, 40];משיח;5858;(5, 13, 4, 9, 5858);חולם;1;(5, 13, 4, 26, 22845);לא תשמע אל דברי הנביא ההוא או אל חולם החלום ההוא כי מנסה יהוה אלהיכם אתכם לדעת הישכם אהבים את יהוה אלהיכם בכל לבבכם ובכל נפשכם
(34369, -36, 4);[8, 10, 300, 40];משיח;8942;(5, 22, 6, 12, 8942);אפרחים;4;(5, 22, 6, 38, 34369);כי יקרא קן צפור לפניך בדרך בכל עץ או על הארץ אפרחים או ביצים והאם רבצת על האפרחים או על הביצים לא תקח האם על הבנים
