(n, d, k);[Gematria of ELS];ELS Search Term;Found in WordNumber In Text;WordCoordinatesDWTK;Found in Word In Text;LetterPositionIndex In Word;LetterCoordinatesD5K of First Letter in ELS;Found In Verse
(310, 1, 4);[40, 300, 10, 8];משיח;83;(27, 2, 2, 10, 83);משיחו;1;(27, 2, 2, 38, 310);יתיצבו מלכי ארץ ורוזנים נוסדו יחד על יהוה ועל משיחו
(7896, 1, 4);[40, 300, 10, 8];משיח;1990;(27, 18, 51, 6, 1990);למשיחו;2;(27, 18, 51, 23, 7896);מגדל ישועות מלכו ועשה חסד למשיחו לדוד ולזרעו עד עולם
(8602, 1, 4);[40, 300, 10, 8];משיח;2163;(27, 20, 7, 6, 2163);משיחו;1;(27, 20, 7, 20, 8602);עתה ידעתי כי הושיע יהוה משיחו יענהו משמי קדשו בגברות ישע ימינו
(12596, 1, 4);[40, 300, 10, 8];משיח;3171;(27, 28, 8, 6, 3171);משיחו;1;(27, 28, 8, 21, 12596);יהוה עז למו ומעוז ישועות משיחו הוא
(45026, 1, 4);[40, 300, 10, 8];משיח;11216;(27, 84, 10, 6, 11216);משיחך;1;(27, 84, 10, 21, 45026);מגננו ראה אלהים והבט פני משיחך
(48056, 1, 4);[40, 300, 10, 8];משיח;11967;(27, 89, 39, 6, 11967);משיחך;1;(27, 89, 39, 22, 48056);ואתה זנחת ותמאס התעברת עם משיחך
(48440, 1, 4);[40, 300, 10, 8];משיח;12066;(27, 89, 52, 8, 12066);משיחך;1;(27, 89, 52, 30, 48440);אשר חרפו אויביך יהוה אשר חרפו עקבות משיחך
(56074, 1, 4);[40, 300, 10, 8];משיח;13977;(27, 105, 15, 3, 13977);במשיחי;2;(27, 105, 15, 8, 56074);אל תגעו במשיחי ולנביאי אל תרעו
(66099, 1, 4);[40, 300, 10, 8];משיח;16430;(27, 119, 85, 3, 16430);זדים;4;(27, 119, 85, 9, 66099);כרו לי זדים שיחות אשר לא כתורתך
(71132, 1, 4);[40, 300, 10, 8];משיח;17662;(27, 132, 10, 7, 17662);משיחך;1;(27, 132, 10, 21, 71132);בעבור דוד עבדך אל תשב פני משיחך
(71357, 1, 4);[40, 300, 10, 8];משיח;17722;(27, 132, 17, 7, 17722);למשיחי;2;(27, 132, 17, 23, 71357);שם אצמיח קרן לדוד ערכתי נר למשיחי
(55151, 2, 4);[40, 300, 10, 8];משיח;13750;(27, 104, 18, 6, 13750);לשפנים;6;(27, 104, 18, 31, 55151);הרים הגבהים ליעלים סלעים מחסה לשפנים
(46567, 7, 4);[40, 300, 10, 8];משיח;11605;(27, 88, 8, 3, 11605);חמתך;2;(27, 88, 8, 9, 46567);עלי סמכה חמתך וכל משבריך ענית סלה
(59465, 7, 4);[40, 300, 10, 8];משיח;14776;(27, 107, 43, 1, 14776);מי;1;(27, 107, 43, 1, 59465);מי חכם וישמר אלה ויתבוננו חסדי יהוה
(9571, 9, 4);[40, 300, 10, 8];משיח;2405;(27, 22, 15, 11, 2405);מעי;1;(27, 22, 15, 44, 9571);כמים נשפכתי והתפרדו כל עצמותי היה לבי כדונג נמס בתוך מעי
(21142, 12, 4);[40, 300, 10, 8];משיח;5314;(27, 42, 6, 7, 5314);לאלהים;6;(27, 42, 6, 33, 21142);מה תשתוחחי נפשי ותהמי עלי הוחילי לאלהים כי עוד אודנו ישועות פניו
(23928, 12, 4);[40, 300, 10, 8];משיח;6006;(27, 48, 4, 2, 6006);בארמנותיה;4;(27, 48, 4, 9, 23928);אלהים בארמנותיה נודע למשגב
(59397, 12, 4);[40, 300, 10, 8];משיח;14759;(27, 107, 40, 5, 14759);ויתעם;5;(27, 107, 40, 19, 59397);שפך בוז על נדיבים ויתעם בתהו לא דרך
(16832, 13, 4);[40, 300, 10, 8];משיח;4232;(27, 35, 26, 4, 4232);שמחי;2;(27, 35, 26, 16, 16832);יבשו ויחפרו יחדו שמחי רעתי ילבשו בשת וכלמה המגדילים עלי
(11939, 14, 4);[40, 300, 10, 8];משיח;3001;(27, 27, 5, 10, 3001);ירוממני;4;(27, 27, 5, 41, 11939);כי יצפנני בסכה ביום רעה יסתרני בסתר אהלו בצור ירוממני
(66997, 14, 4);[40, 300, 10, 8];משיח;16646;(27, 119, 120, 1, 16646);סמר;2;(27, 119, 120, 2, 66997);סמר מפחדך בשרי וממשפטיך יראתי
(71798, 15, 4);[40, 300, 10, 8];משיח;17841;(27, 135, 6, 8, 17841);בימים;5;(27, 135, 6, 30, 71798);כל אשר חפץ יהוה עשה בשמים ובארץ בימים וכל תהומות
(4239, 16, 4);[40, 300, 10, 8];משיח;1075;(27, 11, 3, 5, 1075);מה;1;(27, 11, 3, 18, 4239);כי השתות יהרסון צדיק מה פעל
(49021, 16, 4);[40, 300, 10, 8];משיח;12209;(27, 90, 17, 10, 12209);ומעשה;2;(27, 90, 17, 44, 49021);ויהי נעם אדני אלהינו עלינו ומעשה ידינו כוננה עלינו ומעשה ידינו כוננהו
(26835, 20, 4);[40, 300, 10, 8];משיח;6743;(27, 53, 6, 15, 6743);מאסם;1;(27, 53, 6, 48, 26835);שם פחדו פחד לא היה פחד כי אלהים פזר עצמות חנך הבשתה כי אלהים מאסם
(47867, 23, 4);[40, 300, 10, 8];משיח;11921;(27, 89, 32, 4, 11921);ומצותי;2;(27, 89, 32, 13, 47867);אם חקתי יחללו ומצותי לא ישמרו
(35618, 25, 4);[40, 300, 10, 8];משיח;8904;(27, 70, 4, 5, 8904);האמרים;6;(27, 70, 4, 20, 35618);ישובו על עקב בשתם האמרים האח האח
(14266, 26, 4);[40, 300, 10, 8];משיח;3586;(27, 31, 25, 2, 3586);ויאמץ;4;(27, 31, 25, 8, 14266);חזקו ויאמץ לבבכם כל המיחלים ליהוה
(9332, 27, 4);[40, 300, 10, 8];משיח;2340;(27, 22, 7, 6, 2340);אדם;3;(27, 22, 7, 23, 9332);ואנכי תולעת ולא איש חרפת אדם ובזוי עם
(34064, 27, 4);[40, 300, 10, 8];משיח;8527;(27, 68, 30, 1, 8527);מהיכלך;1;(27, 68, 30, 1, 34064);מהיכלך על ירושלם לך יובילו מלכים שי
(41639, 27, 4);[40, 300, 10, 8];משיח;10392;(27, 78, 50, 8, 10392);וחיתם;5;(27, 78, 50, 30, 41639);יפלס נתיב לאפו לא חשך ממות נפשם וחיתם לדבר הסגיר
(31041, 28, 4);[40, 300, 10, 8];משיח;7796;(27, 63, 2, 1, 7796);אלהים;5;(27, 63, 2, 5, 31041);אלהים אלי אתה אשחרך צמאה לך נפשי כמה לך בשרי בארץ ציה ועיף בלי מים
(17657, 29, 4);[40, 300, 10, 8];משיח;4440;(27, 37, 11, 7, 4440);שלום;4;(27, 37, 11, 29, 17657);וענוים יירשו ארץ והתענגו על רב שלום
(63985, 31, 4);[40, 300, 10, 8];משיח;15923;(27, 119, 1, 4, 15923);ההלכים;6;(27, 119, 1, 18, 63985);אשרי תמימי דרך ההלכים בתורת יהוה
(2327, 32, 4);[40, 300, 10, 8];משיח;587;(27, 7, 10, 10, 587);אלהים;5;(27, 7, 10, 42, 2327);יגמר נא רע רשעים ותכונן צדיק ובחן לבות וכליות אלהים צדיק
(16675, 35, 4);[40, 300, 10, 8];משיח;4194;(27, 35, 21, 3, 4194);פיהם;4;(27, 35, 21, 14, 16675);וירחיבו עלי פיהם אמרו האח האח ראתה עינינו
(22798, 35, 4);[40, 300, 10, 8];משיח;5720;(27, 45, 8, 12, 5720);מחבריך;1;(27, 45, 8, 41, 22798);אהבת צדק ותשנא רשע על כן משחך אלהים אלהיך שמן ששון מחבריך
(64498, 35, 4);[40, 300, 10, 8];משיח;16052;(27, 119, 23, 3, 16052);שרים;4;(27, 119, 23, 10, 64498);גם ישבו שרים בי נדברו עבדך ישיח בחקיך
(28810, 37, 4);[40, 300, 10, 8];משיח;7237;(27, 58, 1, 1, 7237);למנצח;2;(27, 58, 1, 2, 28810);למנצח אל תשחת לדוד מכתם
(4082, 38, 4);[40, 300, 10, 8];משיח;1034;(27, 10, 17, 6, 1034);לבם;3;(27, 10, 17, 24, 4082);תאות ענוים שמעת יהוה תכין לבם תקשיב אזנך
(17831, 40, 4);[40, 300, 10, 8];משיח;4482;(27, 37, 17, 6, 4482);צדיקים;6;(27, 37, 17, 30, 17831);כי זרועות רשעים תשברנה וסומך צדיקים יהוה
(71875, 40, 4);[40, 300, 10, 8];משיח;17859;(27, 135, 8, 6, 17859);בהמה;3;(27, 135, 8, 23, 71875);שהכה בכורי מצרים מאדם עד בהמה
(15567, 44, 4);[40, 300, 10, 8];משיח;3916;(27, 34, 8, 6, 3916);ויחלצם;6;(27, 34, 8, 27, 15567);חנה מלאך יהוה סביב ליראיו ויחלצם
(60800, 44, 4);[40, 300, 10, 8];משיח;15104;(27, 109, 31, 3, 15104);לימין;3;(27, 109, 31, 9, 60800);כי יעמד לימין אביון להושיע משפטי נפשו
(53361, 45, 4);[40, 300, 10, 8];משיח;13305;(27, 102, 11, 1, 13305);מפני;1;(27, 102, 11, 1, 53361);מפני זעמך וקצפך כי נשאתני ותשליכני
(28910, 46, 4);[40, 300, 10, 8];משיח;7262;(27, 58, 4, 5, 7262);מבטן;1;(27, 58, 4, 16, 28910);זרו רשעים מרחם תעו מבטן דברי כזב
(22481, 47, 4);[40, 300, 10, 8];משיח;5638;(27, 44, 27, 1, 5638);קומה;3;(27, 44, 27, 3, 22481);קומה עזרתה לנו ופדנו למען חסדך
