(n, d, k);[Gematria of ELS];ELS Search Term;Found in WordNumber In Text;WordCoordinatesDWTK;Found in Word In Text;LetterPositionIndex In Word;LetterCoordinatesD5K of First Letter in ELS;Found In Verse
(19575, -100, 4);[8, 10, 300, 40];משיח;4701;(37, 3, 25, 14, 4701);אחריו;2;(37, 3, 25, 58, 19575);פלל בן אוזי מנגד המקצוע והמגדל היוצא מבית המלך העליון אשר לחצר המטרה אחריו פדיה בן פרעש
(36838, -98, 4);[8, 10, 300, 40];משיח;8732;(37, 13, 10, 7, 8732);ויברחו;5;(37, 13, 10, 28, 36838);ואדעה כי מניות הלוים לא נתנה ויברחו איש לשדהו הלוים והמשררים עשי המלאכה
(9056, -89, 4);[8, 10, 300, 40];משיח;2194;(36, 7, 9, 3, 2194);לחדש;2;(36, 7, 9, 8, 9056);כי באחד לחדש הראשון הוא יסד המעלה מבבל ובאחד לחדש החמישי בא אל ירושלם כיד אלהיו הטובה עליו
(31022, -89, 4);[8, 10, 300, 40];משיח;7427;(37, 10, 5, 1, 7427);חטוש;1;(37, 10, 5, 1, 31022);חטוש שבניה מלוך
(24122, -87, 4);[8, 10, 300, 40];משיח;5776;(37, 7, 2, 3, 5776);חנני;1;(37, 7, 2, 8, 24122);ואצוה את חנני אחי ואת חנניה שר הבירה על ירושלם כי הוא כאיש אמת וירא את האלהים מרבים
(25730, -86, 4);[8, 10, 300, 40];משיח;6172;(37, 7, 53, 4, 6172);חקופא;1;(37, 7, 53, 12, 25730);בני בקבוק בני חקופא בני חרחור
(17648, -85, 4);[8, 10, 300, 40];משיח;4230;(37, 2, 16, 11, 4230);ולחרים;3;(37, 2, 16, 48, 17648);והסגנים לא ידעו אנה הלכתי ומה אני עשה וליהודים ולכהנים ולחרים ולסגנים וליתר עשה המלאכה עד כן לא הגדתי
(24898, -77, 4);[8, 10, 300, 40];משיח;5964;(37, 7, 21, 3, 5964);לחזקיה;2;(37, 7, 21, 8, 24898);בני אטר לחזקיה תשעים ושמנה
(401, -75, 4);[8, 10, 300, 40];משיח;100;(36, 1, 5, 12, 100);רוחו;3;(36, 1, 5, 58, 401);ויקומו ראשי האבות ליהודה ובנימן והכהנים והלוים לכל העיר האלהים את רוחו לעלות לבנות את בית יהוה אשר בירושלם
(4819, -75, 4);[8, 10, 300, 40];משיח;1146;(36, 4, 11, 5, 1146);שלחו;3;(36, 4, 11, 18, 4819);דנה פרשגן אגרתא די שלחו עלוהי על ארתחששתא מלכא עבדיך אנש עבר נהרה וכענת
