Hebrew Letter;Number Of Instances;Length Of Text;Percentage Of Text as Decimal;Percentage of Text as %
א;362;5974;0.060595915634415805;6.059591563441581
ב;366;5974;0.06126548376297288;6.126548376297288
ג;76;5974;0.012721794442584533;1.2721794442584533
ד;163;5974;0.02728490123870104;2.728490123870104
ה;404;5974;0.06762638098426516;6.762638098426516
ו;637;5974;0.1066287244727151;10.66287244727151
ז;45;5974;0.007532641446267157;0.7532641446267158
ח;170;5974;0.02845664546367593;2.845664546367593
ט;41;5974;0.006863073317710077;0.6863073317710077
י;777;5974;0.13006360897221292;13.006360897221292
כ;188;5974;0.031469702042182794;3.146970204218279
ך;57;5974;0.0095413458319384;0.9541345831938399
כ/ך;245;5974;0.041011047874121194;4.10110478741212
ל;424;5974;0.07097422162705055;7.0974221627050555
מ;267;5974;0.04469367258118514;4.469367258118514
ם;190;5974;0.03180448610646133;3.1804486106461334
מ/ם;457;5974;0.07649815868764646;7.649815868764646
נ;305;5974;0.051054569802477405;5.10545698024774
ן;59;5974;0.00987612989621694;0.987612989621694
נ/ן;364;5974;0.06093069969869434;6.093069969869434
ס;37;5974;0.006193505189152996;0.6193505189152997
ע;219;5974;0.036658855038500165;3.6658855038500167
פ;114;5974;0.0190826916638768;1.9082691663876798
ף;12;5974;0.002008704385671242;0.2008704385671242
פ/ף;126;5974;0.02109139604954804;2.109139604954804
צ;84;5974;0.014060930699698694;1.4060930699698695
ץ;18;5974;0.003013056578506863;0.3013056578506863
צ/ץ;102;5974;0.017073987278205558;1.7073987278205558
ק;82;5974;0.013726146635420154;1.3726146635420153
ר;335;5974;0.05607633076665551;5.607633076665551
ש;251;5974;0.04201540006695681;4.201540006695681
ת;291;5974;0.04871108135252762;4.871108135252762
