Hebrew Letter;Number Of Instances;Length Of Text;Percentage Of Text as Decimal;Percentage of Text as %
א;376;5570;0.06750448833034112;6.7504488330341115
ב;298;5570;0.05350089766606822;5.350089766606822
ג;55;5570;0.009874326750448833;0.9874326750448833
ד;134;5570;0.02405745062836625;2.405745062836625
ה;463;5570;0.08312387791741473;8.312387791741473
ו;611;5570;0.10969479353680431;10.96947935368043
ז;39;5570;0.007001795332136445;0.7001795332136445
ח;114;5570;0.020466786355475764;2.0466786355475763
ט;45;5570;0.00807899461400359;0.807899461400359
י;702;5570;0.12603231597845602;12.603231597845602
כ;166;5570;0.029802513464991024;2.9802513464991023
ך;81;5570;0.014542190305206463;1.4542190305206462
כ/ך;247;5570;0.04434470377019749;4.434470377019749
ל;370;5570;0.06642728904847396;6.642728904847396
מ;277;5570;0.04973070017953321;4.973070017953321
ם;181;5570;0.03249551166965889;3.249551166965889
מ/ם;458;5570;0.0822262118491921;8.222621184919209
נ;154;5570;0.027648114901256734;2.7648114901256733
ן;60;5570;0.010771992818671455;1.0771992818671454
נ/ן;214;5570;0.03842010771992819;3.8420107719928187
ס;39;5570;0.007001795332136445;0.7001795332136445
ע;256;5570;0.04596050269299821;4.596050269299821
פ;82;5570;0.014721723518850987;1.4721723518850987
ף;12;5570;0.0021543985637342907;0.21543985637342908
פ/ף;94;5570;0.01687612208258528;1.6876122082585279
צ;73;5570;0.01310592459605027;1.310592459605027
ץ;19;5570;0.0034111310592459605;0.34111310592459604
צ/ץ;92;5570;0.01651705565529623;1.6517055655296229
ק;86;5570;0.015439856373429085;1.5439856373429084
ר;320;5570;0.05745062836624776;5.745062836624776
ש;263;5570;0.04721723518850988;4.721723518850988
ת;294;5570;0.05278276481149013;5.278276481149013
