Hebrew Letter;Number Of Instances;Length Of Text;Percentage Of Text as Decimal;Percentage of Text as %
א;45702;553698;0.08253957933747277;8.253957933747277
ב;30103;553698;0.05436718211010334;5.4367182110103345
ג;5070;553698;0.009156616061463108;0.9156616061463109
ד;15038;553698;0.02715920953299452;2.715920953299452
ה;48479;553698;0.08755494872656214;8.755494872656215
ו;61547;553698;0.11115626207788361;11.115626207788361
ז;3958;553698;0.007148301059422284;0.7148301059422284
ח;11961;553698;0.021602028542635154;2.1602028542635154
ט;2512;553698;0.004536769141300853;0.4536769141300853
י;64653;553698;0.11676581818969908;11.676581818969908
כ;15424;553698;0.02785634045996193;2.785634045996193
ך;6621;553698;0.011957782040029041;1.1957782040029041
כ/ך;22045;553698;0.03981412249999097;3.981412249999097
ל;40850;553698;0.07377667970626588;7.377667970626588
מ;26243;553698;0.04739587284042926;4.739587284042926
ם;19373;553698;0.034988387171346114;3.4988387171346114
מ/ם;45616;553698;0.08238426001177537;8.238426001177537
נ;17669;553698;0.03191089727613248;3.1910897276132477
ן;6427;553698;0.011607410537874436;1.1607410537874436
נ/ן;24096;553698;0.04351830781400692;4.351830781400691
ס;3259;553698;0.00588588002846317;0.588588002846317
ע;20289;553698;0.03664271859389053;3.664271859389053
פ;6905;553698;0.012470697022564647;1.2470697022564647
ף;943;553698;0.0017030944666587202;0.17030944666587203
פ/ף;7848;553698;0.014173791489223366;1.4173791489223366
צ;5386;553698;0.009727324281467515;0.9727324281467515
ץ;1481;553698;0.0026747432716029314;0.2674743271602931
צ/ץ;6867;553698;0.012402067553070446;1.2402067553070446
ק;7160;553698;0.012931236883644153;1.2931236883644153
ר;31671;553698;0.05719905074607458;5.719905074607458
ש;26435;553698;0.047742632265242065;4.774263226524207
ת;28539;553698;0.05154253762881571;5.154253762881571
