(n, d, k);[Gematria of ELS];ELS Search Term;Found in WordNumber In Text;WordCoordinatesDWTK;Found in Word In Text;LetterPositionIndex In Word;LetterCoordinatesD5K of First Letter in ELS;Found In Verse
(9917, -100, 4);[8, 10, 300, 40];משיח;2646;(3, 8, 15, 1, 2646);וישחט;4;(3, 8, 15, 4, 9917);וישחט ויקח משה את הדם ויתן על קרנות המזבח סביב באצבעו ויחטא את המזבח ואת הדם יצק אל יסוד המזבח ויקדשהו לכפר עליו
(41454, -100, 4);[8, 10, 300, 40];משיח;11091;(3, 26, 16, 12, 11091);הקדחת;4;(3, 26, 16, 45, 41454);אף אני אעשה זאת לכם והפקדתי עליכם בהלה את השחפת ואת הקדחת מכלות עינים ומדיבת נפש וזרעתם לריק זרעכם ואכלהו איביכם
(4089, -97, 4);[8, 10, 300, 40];משיח;1091;(3, 4, 26, 6, 1091);כחלב;2;(3, 4, 26, 22, 4089);ואת כל חלבו יקטיר המזבחה כחלב זבח השלמים וכפר עליו הכהן מחטאתו ונסלח לו
(2510, -92, 4);[8, 10, 300, 40];משיח;654;(3, 3, 14, 7, 654);החלב;2;(3, 3, 14, 27, 2510);והקריב ממנו קרבנו אשה ליהוה את החלב המכסה את הקרב ואת כל החלב אשר על הקרב
(24525, -92, 4);[8, 10, 300, 40];משיח;6599;(3, 16, 3, 9, 6599);לחטאת;2;(3, 16, 3, 27, 24525);בזאת יבא אהרן אל הקדש בפר בן בקר לחטאת ואיל לעלה
(35547, -91, 4);[8, 10, 300, 40];משיח;9573;(3, 23, 19, 5, 9573);לחטאת;2;(3, 23, 19, 19, 35547);ועשיתם שעיר עזים אחד לחטאת ושני כבשים בני שנה לזבח שלמים
(39189, -88, 4);[8, 10, 300, 40];משיח;10507;(3, 25, 25, 5, 10507);מאחזתו;3;(3, 25, 25, 17, 39189);כי ימוך אחיך ומכר מאחזתו ובא גאלו הקרב אליו וגאל את ממכר אחיו
(40967, -88, 4);[8, 10, 300, 40];משיח;10976;(3, 26, 6, 6, 10976);מחריד;2;(3, 26, 6, 25, 40967);ונתתי שלום בארץ ושכבתם ואין מחריד והשבתי חיה רעה מן הארץ וחרב לא תעבר בארצכם
(27386, -86, 4);[8, 10, 300, 40];משיח;7372;(3, 17, 16, 6, 7372);ירחץ;3;(3, 17, 16, 19, 27386);ואם לא יכבס ובשרו לא ירחץ ונשא עונו
(9259, -82, 4);[8, 10, 300, 40];משיח;2462;(3, 8, 2, 1, 2462);קח;2;(3, 8, 2, 2, 9259);קח את אהרן ואת בניו אתו ואת הבגדים ואת שמן המשחה ואת פר החטאת ואת שני האילים ואת סל המצות
(12066, -81, 4);[8, 10, 300, 40];משיח;3222;(3, 9, 15, 5, 3222);ויקח;4;(3, 9, 15, 18, 12066);ויקרב את קרבן העם ויקח את שעיר החטאת אשר לעם וישחטהו ויחטאהו כראשון
