(n, d, k);[Gematria of ELS];ELS Search Term;Found in WordNumber In Text;WordCoordinatesDWTK;Found in Word In Text;LetterPositionIndex In Word;LetterCoordinatesD5K of First Letter in ELS;Found In Verse
(72156, -100, 4);[8, 10, 300, 40];משיח;17930;(27, 135, 18, 6, 17930);בטח;3;(27, 135, 18, 22, 72156);כמוהם יהיו עשיהם כל אשר בטח בהם
(20920, -99, 4);[8, 10, 300, 40];משיח;5259;(27, 42, 1, 4, 5259);קרח;3;(27, 42, 1, 17, 20920);למנצח משכיל לבני קרח
(77905, -99, 4);[8, 10, 300, 40];משיח;19360;(27, 147, 19, 4, 19360);חקיו;1;(27, 147, 19, 14, 77905);מגיד דברו ליעקב חקיו ומשפטיו לישראל
(38757, -98, 4);[8, 10, 300, 40];משיח;9697;(27, 75, 3, 2, 9697);אקח;3;(27, 75, 3, 5, 38757);כי אקח מועד אני מישרים אשפט
(7073, -96, 4);[8, 10, 300, 40];משיח;1786;(27, 18, 23, 5, 1786);וחקתיו;2;(27, 18, 23, 17, 7073);כי כל משפטיו לנגדי וחקתיו לא אסיר מני
(70352, -96, 4);[8, 10, 300, 40];משיח;17472;(27, 129, 3, 3, 17472);חרשו;1;(27, 129, 3, 6, 70352);על גבי חרשו חרשים האריכו למענותם
(11422, -93, 4);[8, 10, 300, 40];משיח;2872;(27, 26, 3, 2, 2872);חסדך;1;(27, 26, 3, 3, 11422);כי חסדך לנגד עיני והתהלכתי באמתך
(34432, -92, 4);[8, 10, 300, 40];משיח;8618;(27, 69, 4, 7, 8618);מיחל;3;(27, 69, 4, 28, 34432);יגעתי בקראי נחר גרוני כלו עיני מיחל לאלהי
(59479, -92, 4);[8, 10, 300, 40];משיח;14780;(27, 107, 43, 6, 14780);חסדי;1;(27, 107, 43, 22, 59479);מי חכם וישמר אלה ויתבוננו חסדי יהוה
(62384, -91, 4);[8, 10, 300, 40];משיח;15508;(27, 115, 10, 3, 15508);בטחו;3;(27, 115, 10, 10, 62384);בית אהרן בטחו ביהוה עזרם ומגנם הוא
(5902, -87, 4);[8, 10, 300, 40];משיח;1510;(27, 17, 4, 7, 1510);ארחות;3;(27, 17, 4, 29, 5902);לפעלות אדם בדבר שפתיך אני שמרתי ארחות פריץ
(31111, -87, 4);[8, 10, 300, 40];משיח;7818;(27, 63, 4, 3, 7818);חסדך;1;(27, 63, 4, 6, 31111);כי טוב חסדך מחיים שפתי ישבחונך
(45041, -87, 4);[8, 10, 300, 40];משיח;11221;(27, 84, 11, 6, 11221);בחרתי;2;(27, 84, 11, 20, 45041);כי טוב יום בחצריך מאלף בחרתי הסתופף בבית אלהי מדור באהלי רשע
(16433, -84, 4);[8, 10, 300, 40];משיח;4136;(27, 35, 14, 2, 4136);כאח;3;(27, 35, 14, 6, 16433);כרע כאח לי התהלכתי כאבל אם קדר שחותי
(33798, -84, 4);[8, 10, 300, 40];משיח;8465;(27, 68, 22, 3, 8465);ימחץ;3;(27, 68, 22, 10, 33798);אך אלהים ימחץ ראש איביו קדקד שער מתהלך באשמיו
(25159, -82, 4);[8, 10, 300, 40];משיח;6321;(27, 50, 8, 4, 6321);אוכיחך;5;(27, 50, 8, 14, 25159);לא על זבחיך אוכיחך ועולתיך לנגדי תמיד
(18684, -80, 4);[8, 10, 300, 40];משיח;4691;(27, 38, 6, 3, 4691);חבורתי;1;(27, 38, 6, 11, 18684);הבאישו נמקו חבורתי מפני אולתי
(26448, -80, 4);[8, 10, 300, 40];משיח;6642;(27, 52, 7, 10, 6642);חיים;1;(27, 52, 7, 35, 26448);גם אל יתצך לנצח יחתך ויסחך מאהל ושרשך מארץ חיים סלה
(14274, -77, 4);[8, 10, 300, 40];משיח;3590;(27, 31, 25, 5, 3590);המיחלים;4;(27, 31, 25, 20, 14274);חזקו ויאמץ לבבכם כל המיחלים ליהוה
(18595, -76, 4);[8, 10, 300, 40];משיח;4668;(27, 38, 3, 5, 4668);ותנחת;4;(27, 38, 3, 16, 18595);כי חציך נחתו בי ותנחת עלי ידך
(67664, -74, 4);[8, 10, 300, 40];משיח;16805;(27, 119, 147, 5, 16805);יחלתי;2;(27, 119, 147, 23, 67664);קדמתי בנשף ואשועה לדבריך יחלתי
(54228, -73, 4);[8, 10, 300, 40];משיח;13522;(27, 103, 12, 4, 13522);הרחיק;3;(27, 103, 12, 16, 54228);כרחק מזרח ממערב הרחיק ממנו את פשעינו
(63519, -72, 4);[8, 10, 300, 40];משיח;15802;(27, 118, 13, 2, 15802);דחיתני;2;(27, 118, 13, 5, 63519);דחה דחיתני לנפל ויהוה עזרני
(65239, -70, 4);[8, 10, 300, 40];משיח;16223;(27, 119, 52, 5, 16223);ואתנחם;5;(27, 119, 52, 25, 65239);זכרתי משפטיך מעולם יהוה ואתנחם
(25458, -69, 4);[8, 10, 300, 40];משיח;6398;(27, 50, 19, 2, 6398);שלחת;3;(27, 50, 19, 6, 25458);פיך שלחת ברעה ולשונך תצמיד מרמה
(54327, -69, 4);[8, 10, 300, 40];משיח;13550;(27, 103, 16, 2, 13550);רוח;3;(27, 103, 16, 5, 54327);כי רוח עברה בו ואיננו ולא יכירנו עוד מקומו
(6194, -68, 4);[8, 10, 300, 40];משיח;1576;(27, 17, 13, 9, 1576);חרבך;1;(27, 17, 13, 36, 6194);קומה יהוה קדמה פניו הכריעהו פלטה נפשי מרשע חרבך
(16387, -68, 4);[8, 10, 300, 40];משיח;4125;(27, 35, 13, 2, 4125);בחלותם;2;(27, 35, 13, 6, 16387);ואני בחלותם לבושי שק עניתי בצום נפשי ותפלתי על חיקי תשוב
(38667, -68, 4);[8, 10, 300, 40];משיח;9675;(27, 74, 23, 2, 9675);תשכח;4;(27, 74, 23, 6, 38667);אל תשכח קול צרריך שאון קמיך עלה תמיד
(10881, -66, 4);[8, 10, 300, 40];משיח;2736;(27, 25, 6, 4, 2736);וחסדיך;2;(27, 25, 6, 14, 10881);זכר רחמיך יהוה וחסדיך כי מעולם המה
(39703, -66, 4);[8, 10, 300, 40];משיח;9931;(27, 77, 10, 7, 9931);רחמיו;2;(27, 77, 10, 20, 39703);השכח חנות אל אם קפץ באף רחמיו סלה
(63594, -65, 4);[8, 10, 300, 40];משיח;15820;(27, 118, 15, 9, 15820);חיל;1;(27, 118, 15, 35, 63594);קול רנה וישועה באהלי צדיקים ימין יהוה עשה חיל
(30662, -60, 4);[8, 10, 300, 40];משיח;7698;(27, 62, 4, 6, 7698);תרצחו;4;(27, 62, 4, 20, 30662);עד אנה תהותתו על איש תרצחו כלכם כקיר נטוי גדר הדחויה
(40873, -55, 4);[8, 10, 300, 40];משיח;10214;(27, 78, 25, 1, 10214);לחם;2;(27, 78, 25, 2, 40873);לחם אבירים אכל איש צידה שלח להם לשבע
(34680, -54, 4);[8, 10, 300, 40];משיח;8680;(27, 69, 11, 5, 8680);לחרפות;2;(27, 69, 11, 19, 34680);ואבכה בצום נפשי ותהי לחרפות לי
(49135, -53, 4);[8, 10, 300, 40];משיח;12238;(27, 91, 4, 8, 12238);וסחרה;3;(27, 91, 4, 30, 49135);באברתו יסך לך ותחת כנפיו תחסה צנה וסחרה אמתו
(27769, -50, 4);[8, 10, 300, 40];משיח;6971;(27, 55, 21, 1, 6971);שלח;3;(27, 55, 21, 3, 27769);שלח ידיו בשלמיו חלל בריתו
(24440, -49, 4);[8, 10, 300, 40];משיח;6134;(27, 49, 7, 3, 6134);חילם;1;(27, 49, 7, 9, 24440);הבטחים על חילם וברב עשרם יתהללו
(67102, -49, 4);[8, 10, 300, 40];משיח;16670;(27, 119, 124, 5, 16670);וחקיך;2;(27, 119, 124, 16, 67102);עשה עם עבדך כחסדך וחקיך למדני
(43873, -48, 4);[8, 10, 300, 40];משיח;10930;(27, 81, 16, 3, 10930);יכחשו;3;(27, 81, 16, 12, 43873);משנאי יהוה יכחשו לו ויהי עתם לעולם
(22616, -47, 4);[8, 10, 300, 40];משיח;5675;(27, 45, 4, 1, 5675);חגור;1;(27, 45, 4, 1, 22616);חגור חרבך על ירך גבור הודך והדרך
(29043, -46, 4);[8, 10, 300, 40];משיח;7296;(27, 58, 8, 7, 7296);חצו;1;(27, 58, 8, 25, 29043);ימאסו כמו מים יתהלכו למו ידרך חצו כמו יתמללו
(16713, -45, 4);[8, 10, 300, 40];משיח;4207;(27, 35, 22, 7, 4207);תרחק;3;(27, 35, 22, 24, 16713);ראיתה יהוה אל תחרש אדני אל תרחק ממני
(53487, -45, 4);[8, 10, 300, 40];משיח;13339;(27, 102, 15, 8, 13339);יחננו;2;(27, 102, 15, 26, 53487);כי רצו עבדיך את אבניה ואת עפרה יחננו
(15696, -44, 4);[8, 10, 300, 40];משיח;3953;(27, 34, 13, 3, 3953);החפץ;2;(27, 34, 13, 8, 15696);מי האיש החפץ חיים אהב ימים לראות טוב
(60925, -44, 4);[8, 10, 300, 40];משיח;15134;(27, 110, 3, 8, 15134);משחר;3;(27, 110, 3, 30, 60925);עמך נדבת ביום חילך בהדרי קדש מרחם משחר לך טל ילדתיך
(17946, -40, 4);[8, 10, 300, 40];משיח;4514;(27, 37, 21, 6, 4514);חונן;1;(27, 37, 21, 19, 17946);לוה רשע ולא ישלם וצדיק חונן ונותן
(71985, -40, 4);[8, 10, 300, 40];משיח;17884;(27, 135, 12, 4, 17884);נחלה;2;(27, 135, 12, 14, 71985);ונתן ארצם נחלה נחלה לישראל עמו
(4195, -38, 4);[8, 10, 300, 40];משיח;1064;(27, 11, 2, 7, 1064);חצם;1;(27, 11, 2, 26, 4195);כי הנה הרשעים ידרכון קשת כוננו חצם על יתר לירות במו אפל לישרי לב
(9271, -37, 4);[8, 10, 300, 40];משיח;2327;(27, 22, 5, 4, 2327);בטחו;3;(27, 22, 5, 15, 9271);בך בטחו אבתינו בטחו ותפלטמו
(28916, -37, 4);[8, 10, 300, 40];משיח;7264;(27, 58, 5, 1, 7264);חמת;1;(27, 58, 5, 1, 28916);חמת למו כדמות חמת נחש כמו פתן חרש יאטם אזנו
(64597, -35, 4);[8, 10, 300, 40];משיח;16074;(27, 119, 27, 4, 16074);ואשיחה;5;(27, 119, 27, 20, 64597);דרך פקודיך הבינני ואשיחה בנפלאותיך
(2422, -32, 4);[8, 10, 300, 40];משיח;614;(27, 7, 14, 5, 614);חציו;1;(27, 7, 14, 14, 2422);ולו הכין כלי מות חציו לדלקים יפעל
(64071, -31, 4);[8, 10, 300, 40];משיח;15945;(27, 119, 5, 5, 15945);חקיך;1;(27, 119, 5, 17, 64071);אחלי יכנו דרכי לשמר חקיך
(17739, -29, 4);[8, 10, 300, 40];משיח;4464;(27, 37, 14, 9, 4464);לטבוח;5;(27, 37, 14, 40, 17739);חרב פתחו רשעים ודרכו קשתם להפיל עני ואביון לטבוח ישרי דרך
(9410, -27, 4);[8, 10, 300, 40];משיח;2364;(27, 22, 10, 5, 2364);מבטיחי;5;(27, 22, 10, 17, 9410);כי אתה גחי מבטן מבטיחי על שדי אמי
(34134, -27, 4);[8, 10, 300, 40];משיח;8546;(27, 68, 31, 14, 8546);יחפצו;2;(27, 68, 31, 53, 34134);גער חית קנה עדת אבירים בעגלי עמים מתרפס ברצי כסף בזר עמים קרבות יחפצו
(41708, -27, 4);[8, 10, 300, 40];משיח;10411;(27, 78, 53, 4, 10411);פחדו;2;(27, 78, 53, 14, 41708);וינחם לבטח ולא פחדו ואת אויביהם כסה הים
(14340, -26, 4);[8, 10, 300, 40];משיח;3607;(27, 32, 2, 9, 3607);ברוחו;4;(27, 32, 2, 30, 14340);אשרי אדם לא יחשב יהוה לו עון ואין ברוחו רמיה
(33798, -26, 4);[8, 10, 300, 40];משיח;8465;(27, 68, 22, 3, 8465);ימחץ;3;(27, 68, 22, 10, 33798);אך אלהים ימחץ ראש איביו קדקד שער מתהלך באשמיו
(35682, -25, 4);[8, 10, 300, 40];משיח;8921;(27, 70, 6, 5, 8921);חושה;1;(27, 70, 6, 19, 35682);ואני עני ואביון אלהים חושה לי עזרי ומפלטי אתה יהוה אל תאחר
(47928, -23, 4);[8, 10, 300, 40];משיח;11936;(27, 89, 35, 2, 11936);אחלל;2;(27, 89, 35, 4, 47928);לא אחלל בריתי ומוצא שפתי לא אשנה
(53989, -23, 4);[8, 10, 300, 40];משיח;13466;(27, 103, 4, 2, 13466);משחת;3;(27, 103, 4, 8, 53989);הגואל משחת חייכי המעטרכי חסד ורחמים
(26890, -20, 4);[8, 10, 300, 40];משיח;6757;(27, 54, 1, 1, 6757);למנצח;5;(27, 54, 1, 5, 26890);למנצח בנגינת משכיל לדוד
(4286, -16, 4);[8, 10, 300, 40];משיח;1087;(27, 11, 4, 10, 1087);יבחנו;3;(27, 11, 4, 44, 4286);יהוה בהיכל קדשו יהוה בשמים כסאו עיניו יחזו עפעפיו יבחנו בני אדם
(49061, -16, 4);[8, 10, 300, 40];משיח;12219;(27, 91, 2, 3, 12219);מחסי;2;(27, 91, 2, 10, 49061);אמר ליהוה מחסי ומצודתי אלהי אבטח בו
(11978, -14, 4);[8, 10, 300, 40];משיח;3011;(27, 27, 6, 9, 3011);זבחי;3;(27, 27, 6, 39, 11978);ועתה ירום ראשי על איבי סביבותי ואזבחה באהלו זבחי תרועה אשירה ואזמרה ליהוה
(67032, -14, 4);[8, 10, 300, 40];משיח;16653;(27, 119, 121, 5, 16653);תניחני;4;(27, 119, 121, 19, 67032);עשיתי משפט וצדק בל תניחני לעשקי
(16865, -13, 4);[8, 10, 300, 40];משיח;4241;(27, 35, 27, 2, 4241);וישמחו;5;(27, 35, 27, 9, 16865);ירנו וישמחו חפצי צדקי ויאמרו תמיד יגדל יהוה החפץ שלום עבדו
(21172, -12, 4);[8, 10, 300, 40];משיח;5324;(27, 42, 7, 4, 5324);תשתוחח;5;(27, 42, 7, 16, 21172);אלהי עלי נפשי תשתוחח על כן אזכרך מארץ ירדן וחרמונים מהר מצער
(23958, -12, 4);[8, 10, 300, 40];משיח;6014;(27, 48, 5, 6, 6014);יחדו;2;(27, 48, 5, 22, 23958);כי הנה המלכים נועדו עברו יחדו
(59426, -12, 4);[8, 10, 300, 40];משיח;14767;(27, 107, 41, 6, 14767);משפחות;4;(27, 107, 41, 27, 59426);וישגב אביון מעוני וישם כצאן משפחות
(9595, -9, 4);[8, 10, 300, 40];משיח;2412;(27, 22, 16, 6, 2412);מלקוחי;5;(27, 22, 16, 25, 9595);יבש כחרש כחי ולשוני מדבק מלקוחי ולעפר מות תשפתני
(46578, -7, 4);[8, 10, 300, 40];משיח;11609;(27, 88, 9, 1, 11609);הרחקת;3;(27, 88, 9, 3, 46578);הרחקת מידעי ממני שתני תועבות למו כלא ולא אצא
(59479, -7, 4);[8, 10, 300, 40];משיח;14780;(27, 107, 43, 6, 14780);חסדי;1;(27, 107, 43, 22, 59479);מי חכם וישמר אלה ויתבוננו חסדי יהוה
(55148, -2, 4);[8, 10, 300, 40];משיח;13750;(27, 104, 19, 2, 13750);ירח;3;(27, 104, 19, 6, 55148);עשה ירח למועדים שמש ידע מבואו
(313, -1, 4);[8, 10, 300, 40];משיח;83;(27, 2, 2, 10, 83);משיחו;4;(27, 2, 2, 41, 313);יתיצבו מלכי ארץ ורוזנים נוסדו יחד על יהוה ועל משיחו
(7897, -1, 4);[8, 10, 300, 40];משיח;1991;(27, 18, 51, 6, 1991);למשיחו;5;(27, 18, 51, 26, 7897);מגדל ישועות מלכו ועשה חסד למשיחו לדוד ולזרעו עד עולם
(8603, -1, 4);[8, 10, 300, 40];משיח;2164;(27, 20, 7, 6, 2164);משיחו;4;(27, 20, 7, 23, 8603);עתה ידעתי כי הושיע יהוה משיחו יענהו משמי קדשו בגברות ישע ימינו
(12596, -1, 4);[8, 10, 300, 40];משיח;3172;(27, 28, 8, 6, 3172);משיחו;4;(27, 28, 8, 24, 12596);יהוה עז למו ומעוז ישועות משיחו הוא
(45020, -1, 4);[8, 10, 300, 40];משיח;11215;(27, 84, 10, 6, 11215);משיחך;4;(27, 84, 10, 24, 45020);מגננו ראה אלהים והבט פני משיחך
(48051, -1, 4);[8, 10, 300, 40];משיח;11966;(27, 89, 39, 6, 11966);משיחך;4;(27, 89, 39, 25, 48051);ואתה זנחת ותמאס התעברת עם משיחך
(48435, -1, 4);[8, 10, 300, 40];משיח;12065;(27, 89, 52, 8, 12065);משיחך;4;(27, 89, 52, 33, 48435);אשר חרפו אויביך יהוה אשר חרפו עקבות משיחך
(56068, -1, 4);[8, 10, 300, 40];משיח;13975;(27, 105, 15, 3, 13975);במשיחי;5;(27, 105, 15, 11, 56068);אל תגעו במשיחי ולנביאי אל תרעו
(66096, -1, 4);[8, 10, 300, 40];משיח;16429;(27, 119, 85, 4, 16429);שיחות;3;(27, 119, 85, 12, 66096);כרו לי זדים שיחות אשר לא כתורתך
(71126, -1, 4);[8, 10, 300, 40];משיח;17660;(27, 132, 10, 7, 17660);משיחך;4;(27, 132, 10, 24, 71126);בעבור דוד עבדך אל תשב פני משיחך
(71351, -1, 4);[8, 10, 300, 40];משיח;17720;(27, 132, 17, 7, 17720);למשיחי;5;(27, 132, 17, 26, 71351);שם אצמיח קרן לדוד ערכתי נר למשיחי
(72156, -100, 5);[8, 10, 300, 40, 30];למשיח;17930;(27, 135, 18, 6, 17930);בטח;3;(27, 135, 18, 22, 72156);כמוהם יהיו עשיהם כל אשר בטח בהם
(5902, -87, 5);[8, 10, 300, 40, 30];למשיח;1510;(27, 17, 4, 7, 1510);ארחות;3;(27, 17, 4, 29, 5902);לפעלות אדם בדבר שפתיך אני שמרתי ארחות פריץ
(67664, -74, 5);[8, 10, 300, 40, 30];למשיח;16805;(27, 119, 147, 5, 16805);יחלתי;2;(27, 119, 147, 23, 67664);קדמתי בנשף ואשועה לדבריך יחלתי
