Hebrew Letter;Number Of Instances;Length Of Text;Percentage Of Text as Decimal;Percentage of Text as %
א;5260;63531;0.08279422644063528;8.279422644063528
ב;3105;63531;0.04887377815554611;4.887377815554611
ג;368;63531;0.005792447781398057;0.5792447781398058
ד;1464;63531;0.023043868347735752;2.304386834773575
ה;6120;63531;0.09633092506020682;9.633092506020683
ו;6178;63531;0.09724386519966631;9.72438651996663
ז;523;63531;0.008232201602367348;0.8232201602367348
ח;1517;63531;0.02387810675103493;2.3878106751034927
ט;348;63531;0.005477640836756859;0.5477640836756859
י;6551;63531;0.10311501471722466;10.311501471722465
כ;1774;63531;0.027923375989674332;2.7923375989674333
ך;548;63531;0.008625710283168846;0.8625710283168846
כ/ך;2322;63531;0.03654908627284318;3.654908627284318
ל;4292;63531;0.06755757032000126;6.755757032000126
מ;3307;63531;0.052053328296422216;5.205332829642222
ם;2197;63531;0.034581542868835684;3.4581542868835684
מ/ם;5504;63531;0.0866348711652579;8.66348711652579
נ;1807;63531;0.02844280744833231;2.844280744833231
ן;864;63531;0.013599660008499787;1.3599660008499788
נ/ן;2671;63531;0.0420424674568321;4.20424674568321
ס;376;63531;0.005918370559254537;0.5918370559254537
ע;2582;63531;0.040641576553178765;4.064157655317876
פ;877;63531;0.013804284522516566;1.3804284522516566
ף;119;63531;0.0018731013206151328;0.18731013206151328
פ/ף;996;63531;0.0156773858431317;1.56773858431317
צ;787;63531;0.012387653271631173;1.2387653271631172
ץ;160;63531;0.0025184555571295905;0.251845555712959
צ/ץ;947;63531;0.014906108828760763;1.4906108828760762
ק;940;63531;0.014795926398136343;1.4795926398136343
ר;3788;63531;0.05962443531504305;5.962443531504305
ש;3518;63531;0.055374541562386866;5.537454156238686
ת;4161;63531;0.06549558483260141;6.5495584832601415
