(n, d, k);[Gematria of ELS];ELS Search Term;Found in WordNumber In Text;WordCoordinatesDWTK;Found in Word In Text;LetterPositionIndex In Word;LetterCoordinatesD5K of First Letter in ELS;Found In Verse
(61939, -99, 4);[40, 300, 10, 8];משיח;16279;(2, 40, 2, 1, 16279);ביום;4;(2, 40, 2, 4, 61939);ביום החדש הראשון באחד לחדש תקים את משכן אהל מועד
(51617, -97, 4);[40, 300, 10, 8];משיח;13622;(2, 34, 11, 7, 13622);היום;4;(2, 34, 11, 22, 51617);שמר לך את אשר אנכי מצוך היום הנני גרש מפניך את האמרי והכנעני והחתי והפרזי והחוי והיבוסי
(33809, -93, 4);[40, 300, 10, 8];משיח;9010;(2, 23, 22, 2, 9010);אם;2;(2, 23, 22, 4, 33809);כי אם שמע תשמע בקלו ועשית כל אשר אדבר ואיבתי את איביך וצרתי את צרריך
(48907, -93, 4);[40, 300, 10, 8];משיח;12873;(2, 32, 22, 1, 12873);ויאמר;4;(2, 32, 22, 4, 48907);ויאמר אהרן אל יחר אף אדני אתה ידעת את העם כי ברע הוא
(56135, -92, 4);[40, 300, 10, 8];משיח;14794;(2, 36, 28, 2, 14794);קרשים;5;(2, 36, 28, 9, 56135);ושני קרשים עשה למקצעת המשכן בירכתים
(29327, -91, 4);[40, 300, 10, 8];משיח;7749;(2, 20, 10, 15, 7749);ובהמתך;4;(2, 20, 10, 60, 29327);ויום השביעי שבת ליהוה אלהיך לא תעשה כל מלאכה אתה ובנך ובתך עבדך ואמתך ובהמתך וגרך אשר בשעריך
(21906, -87, 4);[40, 300, 10, 8];משיח;5754;(2, 15, 2, 2, 5754);וזמרת;3;(2, 15, 2, 6, 21906);עזי וזמרת יה ויהי לי לישועה זה אלי ואנוהו אלהי אבי וארממנהו
(41015, -87, 4);[40, 300, 10, 8];משיח;10803;(2, 28, 15, 15, 10803);משזר;1;(2, 28, 15, 58, 41015);ועשית חשן משפט מעשה חשב כמעשה אפד תעשנו זהב תכלת וארגמן ותולעת שני ושש משזר תעשה אתו
(58074, -87, 4);[40, 300, 10, 8];משיח;15285;(2, 37, 29, 3, 15285);שמן;2;(2, 37, 29, 8, 58074);ויעש את שמן המשחה קדש ואת קטרת הסמים טהור מעשה רקח
(63357, -82, 4);[40, 300, 10, 8];משיח;16666;(2, 40, 35, 3, 16666);משה;1;(2, 40, 35, 7, 63357);ולא יכל משה לבוא אל אהל מועד כי שכן עליו הענן וכבוד יהוה מלא את המשכן
(26876, -81, 4);[40, 300, 10, 8];משיח;7077;(2, 18, 15, 9, 7077);אלהים;5;(2, 18, 15, 33, 26876);ויאמר משה לחתנו כי יבא אלי העם לדרש אלהים
(57817, -76, 4);[40, 300, 10, 8];משיח;15214;(2, 37, 23, 6, 15214);ומחתתיה;2;(2, 37, 23, 24, 57817);ויעש את נרתיה שבעה ומלקחיה ומחתתיה זהב טהור
(62643, -76, 4);[40, 300, 10, 8];משיח;16470;(2, 40, 18, 16, 16470);עמודיו;2;(2, 40, 18, 56, 62643);ויקם משה את המשכן ויתן את אדניו וישם את קרשיו ויתן את בריחיו ויקם את עמודיו
