Hebrew Letter;Number Of Instances;Length Of Text;Percentage Of Text as Decimal;Percentage of Text as %
א;153;2596;0.05893682588597843;5.8936825885978426
ב;124;2596;0.04776579352850539;4.776579352850539
ג;34;2596;0.013097072419106317;1.3097072419106317
ד;61;2596;0.02349768875192604;2.3497688751926042
ה;187;2596;0.07203389830508475;7.203389830508475
ו;317;2596;0.12211093990755008;12.211093990755009
ז;27;2596;0.010400616332819723;1.0400616332819723
ח;65;2596;0.025038520801232665;2.5038520801232664
ט;18;2596;0.006933744221879815;0.6933744221879815
י;309;2596;0.11902927580893682;11.902927580893682
כ;88;2596;0.03389830508474576;3.389830508474576
ך;25;2596;0.00963020030816641;0.9630200308166409
כ/ך;113;2596;0.04352850539291217;4.352850539291217
ל;185;2596;0.07126348228043143;7.126348228043143
מ;150;2596;0.05778120184899846;5.778120184899846
ם;69;2596;0.026579352850539292;2.657935285053929
מ/ם;219;2596;0.08436055469953775;8.436055469953775
נ;66;2596;0.025423728813559324;2.5423728813559325
ן;33;2596;0.012711864406779662;1.2711864406779663
נ/ן;99;2596;0.038135593220338986;3.8135593220338984
ס;37;2596;0.014252696456086287;1.4252696456086287
ע;116;2596;0.04468412942989214;4.468412942989214
פ;41;2596;0.015793528505392913;1.5793528505392913
ף;9;2596;0.0034668721109399076;0.34668721109399075
פ/ף;50;2596;0.01926040061633282;1.9260400616332818
צ;40;2596;0.015408320493066256;1.5408320493066257
ץ;15;2596;0.005778120184899846;0.5778120184899845
צ/ץ;55;2596;0.0211864406779661;2.11864406779661
ק;54;2596;0.020801232665639446;2.0801232665639446
ר;154;2596;0.059322033898305086;5.932203389830509
ש;96;2596;0.03697996918335902;3.697996918335902
ת;123;2596;0.047380585516178735;4.738058551617874
