Hebrew Letter;Number Of Instances;Length Of Text;Percentage Of Text as Decimal;Percentage of Text as %
א;2950;39730;0.07425119557009817;7.4251195570098165
ב;2129;39730;0.05358671029448779;5.358671029448779
ג;527;39730;0.013264535615403977;1.3264535615403976
ד;913;39730;0.022980115781525295;2.2980115781525297
ה;3860;39730;0.0971558016612132;9.71558016612132
ו;4423;39730;0.1113264535615404;11.13264535615404
ז;271;39730;0.0068210420337276615;0.6821042033727661
ח;940;39730;0.02365970299521772;2.3659702995217717
ט;169;39730;0.004253712559778505;0.42537125597785047
י;4331;39730;0.10901082305562547;10.901082305562547
כ;1127;39730;0.02836647369745784;2.836647369745784
ך;221;39730;0.005562547193556506;0.5562547193556506
כ/ך;1348;39730;0.03392902089101435;3.392902089101435
ל;2882;39730;0.0725396425874654;7.25396425874654
מ;1759;39730;0.044273848477221246;4.4273848477221245
ם;1471;39730;0.03702491819783539;3.702491819783539
מ/ם;3230;39730;0.08129876667505663;8.129876667505663
נ;1354;39730;0.03408004027183489;3.408004027183489
ן;662;39730;0.016662471683866097;1.6662471683866098
נ/ן;2016;39730;0.05074251195570098;5.074251195570098
ס;159;39730;0.004002013591744274;0.4002013591744274
ע;1639;39730;0.04125346086081047;4.125346086081047
פ;464;39730;0.01167883211678832;1.167883211678832
ף;72;39730;0.0018122325698464636;0.18122325698464636
פ/ף;536;39730;0.013491064686634784;1.3491064686634784
צ;391;39730;0.009841429650138435;0.9841429650138435
ץ;116;39730;0.00291970802919708;0.291970802919708
צ/ץ;507;39730;0.012761137679335515;1.2761137679335515
ק;431;39730;0.010848225522275358;1.0848225522275359
ר;2577;39730;0.06486282406242135;6.486282406242134
ש;1965;39730;0.049458847218726405;4.94588472187264
ת;1927;39730;0.048502391140196326;4.850239114019632
