Hebrew Letter;Number Of Instances;Length Of Text;Percentage Of Text as Decimal;Percentage of Text as %
א;1139;15762;0.07226240324831874;7.226240324831874
ב;1016;15762;0.0644588250222053;6.44588250222053
ג;97;15762;0.006154041365308971;0.6154041365308971
ד;521;15762;0.03305418094150488;3.3054180941504883
ה;1256;15762;0.07968531912193884;7.968531912193884
ו;1558;15762;0.09884532419743687;9.884532419743687
ז;155;15762;0.009833777439411242;0.9833777439411242
ח;296;15762;0.018779342723004695;1.8779342723004695
ט;92;15762;0.005836822738231189;0.5836822738231189
י;1895;15762;0.12022585966247938;12.022585966247938
כ;470;15762;0.02981855094531151;2.981855094531151
ך;97;15762;0.006154041365308971;0.6154041365308971
כ/ך;567;15762;0.03597259231062048;3.597259231062048
ל;1257;15762;0.0797487628473544;7.97487628473544
מ;774;15762;0.049105443471640656;4.910544347164065
ם;579;15762;0.03673391701560716;3.673391701560716
מ/ם;1353;15762;0.08583936048724781;8.583936048724782
נ;773;15762;0.0490419997462251;4.90419997462251
ן;267;15762;0.01693947468595356;1.6939474685953562
נ/ן;1040;15762;0.06598147443217865;6.598147443217865
ס;125;15762;0.00793046567694455;0.793046567694455
ע;600;15762;0.03806623524933384;3.8066235249333844
פ;168;15762;0.010658545869813475;1.0658545869813474
ף;38;15762;0.0024108615657911434;0.24108615657911434
פ/ף;206;15762;0.013069407435604618;1.3069407435604619
צ;79;15762;0.005012054307828956;0.5012054307828956
ץ;11;15762;0.0006978809795711204;0.06978809795711204
צ/ץ;90;15762;0.005709935287400076;0.5709935287400076
ק;151;15762;0.009580002537749016;0.9580002537749016
ר;788;15762;0.049993655627458444;4.999365562745845
ש;851;15762;0.0539906103286385;5.39906103286385
ת;709;15762;0.044981601319629486;4.4981601319629485
