Hebrew Letter;Number Of Instances;Length Of Text;Percentage Of Text as Decimal;Percentage of Text as %
א;27060;304801;0.08877923628859485;8.877923628859484
ב;16345;304801;0.053625152148450955;5.362515214845096
ג;2109;304801;0.006919268637570087;0.6919268637570087
ד;7032;304801;0.023070790450162564;2.3070790450162564
ה;28055;304801;0.09204366127407719;9.204366127407718
ו;30509;304801;0.10009481596188989;10.009481596188989
ז;2198;304801;0.007211262430241371;0.7211262430241371
ח;7189;304801;0.023585880623751235;2.3585880623751234
ט;1804;304801;0.00591861575257299;0.591861575257299
י;31531;304801;0.10344782333391295;10.344782333391295
כ;8610;304801;0.028247938819098362;2.8247938819098364
ך;3358;304801;0.011017024222361475;1.1017024222361476
כ/ך;11968;304801;0.039264963041459836;3.9264963041459837
ל;21570;304801;0.07076748435864712;7.076748435864712
מ;14466;304801;0.047460474211042616;4.746047421104262
ם;10624;304801;0.03485552868921034;3.485552868921034
מ/ם;25090;304801;0.08231600290025295;8.231600290025295
נ;9867;304801;0.032371941036938856;3.2371941036938856
ן;4259;304801;0.013973051269516833;1.3973051269516832
נ/ן;14126;304801;0.04634499230645569;4.634499230645569
ס;1833;304801;0.006013759797375993;0.6013759797375993
ע;11250;304801;0.03690932772530274;3.690932772530274
פ;3975;304801;0.013041295796273633;1.3041295796273633
ף;830;304801;0.0027230881788445575;0.27230881788445577
פ/ף;4805;304801;0.01576438397511819;1.576438397511819
צ;2927;304801;0.009602986866840989;0.9602986866840989
ץ;1035;304801;0.003395658150727852;0.33956581507278516
צ/ץ;3962;304801;0.01299864501756884;1.299864501756884
ק;4695;304801;0.015403492770693009;1.5403492770693008
ר;18125;304801;0.059465028001876634;5.946502800187663
ש;15595;304801;0.05116453030009744;5.116453030009744
ת;17950;304801;0.05889088290392748;5.889088290392748
