(n, d, k);[Gematria of ELS];ELS Search Term;Found in WordNumber In Text;WordCoordinatesDWTK;Found in Word In Text;LetterPositionIndex In Word;LetterCoordinatesD5K of First Letter in ELS;Found In Verse
(20897, 2, 4);[40, 300, 10, 8];משיח;5358;(5, 12, 5, 4, 5358);המקום;5;(5, 12, 5, 11, 20897);כי אם אל המקום אשר יבחר יהוה אלהיכם מכל שבטיכם לשום את שמו שם לשכנו תדרשו ובאת שמה
(21265, 2, 4);[40, 300, 10, 8];משיח;5446;(5, 12, 11, 2, 5446);המקום;5;(5, 12, 11, 9, 21265);והיה המקום אשר יבחר יהוה אלהיכם בו לשכן שמו שם שמה תביאו את כל אשר אנכי מצוה אתכם עולתיכם וזבחיכם מעשרתיכם ותרמת ידכם וכל מבחר נדריכם אשר תדרו ליהוה
(21501, 2, 4);[40, 300, 10, 8];משיח;5503;(5, 12, 14, 3, 5503);במקום;5;(5, 12, 14, 9, 21501);כי אם במקום אשר יבחר יהוה באחד שבטיך שם תעלה עלתיך ושם תעשה כל אשר אנכי מצוך
(21767, 2, 4);[40, 300, 10, 8];משיח;5570;(5, 12, 18, 7, 5570);במקום;5;(5, 12, 18, 28, 21767);כי אם לפני יהוה אלהיך תאכלנו במקום אשר יבחר יהוה אלהיך בו אתה ובנך ובתך ועבדך ואמתך והלוי אשר בשעריך ושמחת לפני יהוה אלהיך בכל משלח ידך
(21971, 2, 4);[40, 300, 10, 8];משיח;5626;(5, 12, 21, 4, 5626);המקום;5;(5, 12, 21, 14, 21971);כי ירחק ממך המקום אשר יבחר יהוה אלהיך לשום שמו שם וזבחת מבקרך ומצאנך אשר נתן יהוה לך כאשר צויתך ואכלת בשעריך בכל אות נפשך
(22258, 2, 4);[40, 300, 10, 8];משיח;5702;(5, 12, 26, 10, 5702);המקום;5;(5, 12, 26, 36, 22258);רק קדשיך אשר יהיו לך ונדריך תשא ובאת אל המקום אשר יבחר יהוה
(24787, 2, 4);[40, 300, 10, 8];משיח;6360;(5, 14, 23, 5, 6360);במקום;5;(5, 14, 23, 23, 24787);ואכלת לפני יהוה אלהיך במקום אשר יבחר לשכן שמו שם מעשר דגנך תירשך ויצהרך ובכרת בקרך וצאנך למען תלמד ליראה את יהוה אלהיך כל הימים
(24907, 2, 4);[40, 300, 10, 8];משיח;6392;(5, 14, 24, 12, 6392);המקום;5;(5, 14, 24, 40, 24907);וכי ירבה ממך הדרך כי לא תוכל שאתו כי ירחק ממך המקום אשר יבחר יהוה אלהיך לשום שמו שם כי יברכך יהוה אלהיך
(24981, 2, 4);[40, 300, 10, 8];משיח;6411;(5, 14, 25, 8, 6411);המקום;5;(5, 14, 25, 33, 24981);ונתתה בכסף וצרת הכסף בידך והלכת אל המקום אשר יבחר יהוה אלהיך בו
(26441, 2, 4);[40, 300, 10, 8];משיח;6804;(5, 15, 20, 7, 6804);במקום;5;(5, 15, 20, 31, 26441);לפני יהוה אלהיך תאכלנו שנה בשנה במקום אשר יבחר יהוה אתה וביתך
(26667, 2, 4);[40, 300, 10, 8];משיח;6862;(5, 16, 2, 7, 6862);במקום;5;(5, 16, 2, 30, 26667);וזבחת פסח ליהוה אלהיך צאן ובקר במקום אשר יבחר יהוה לשכן שמו שם
(26900, 2, 4);[40, 300, 10, 8];משיח;6928;(5, 16, 6, 4, 6928);המקום;5;(5, 16, 6, 11, 26900);כי אם אל המקום אשר יבחר יהוה אלהיך לשכן שמו שם תזבח את הפסח בערב כבוא השמש מועד צאתך ממצרים
(26976, 2, 4);[40, 300, 10, 8];משיח;6947;(5, 16, 7, 3, 6947);במקום;5;(5, 16, 7, 15, 26976);ובשלת ואכלת במקום אשר יבחר יהוה אלהיך בו ופנית בבקר והלכת לאהליך
(27246, 2, 4);[40, 300, 10, 8];משיח;7011;(5, 16, 11, 18, 7011);במקום;5;(5, 16, 11, 83, 27246);ושמחת לפני יהוה אלהיך אתה ובנך ובתך ועבדך ואמתך והלוי אשר בשעריך והגר והיתום והאלמנה אשר בקרבך במקום אשר יבחר יהוה אלהיך לשכן שמו שם
(27435, 2, 4);[40, 300, 10, 8];משיח;7056;(5, 16, 15, 6, 7056);במקום;5;(5, 16, 15, 26, 27435);שבעת ימים תחג ליהוה אלהיך במקום אשר יבחר יהוה כי יברכך יהוה אלהיך בכל תבואתך ובכל מעשה ידיך והיית אך שמח
(27536, 2, 4);[40, 300, 10, 8];משיח;7082;(5, 16, 16, 11, 7082);במקום;5;(5, 16, 16, 43, 27536);שלוש פעמים בשנה יראה כל זכורך את פני יהוה אלהיך במקום אשר יבחר בחג המצות ובחג השבעות ובחג הסכות ולא יראה את פני יהוה ריקם
(28375, 2, 4);[40, 300, 10, 8];משיח;7315;(5, 17, 8, 21, 7315);המקום;5;(5, 17, 8, 76, 28375);כי יפלא ממך דבר למשפט בין דם לדם בין דין לדין ובין נגע לנגע דברי ריבת בשעריך וקמת ועלית אל המקום אשר יבחר יהוה אלהיך בו
(29526, 2, 4);[40, 300, 10, 8];משיח;7627;(5, 18, 6, 17, 7627);המקום;5;(5, 18, 6, 57, 29526);וכי יבא הלוי מאחד שעריך מכל ישראל אשר הוא גר שם ובא בכל אות נפשו אל המקום אשר יבחר יהוה
(36402, 2, 4);[40, 300, 10, 8];משיח;9496;(5, 23, 17, 4, 9496);במקום;5;(5, 23, 17, 16, 36402);עמך ישב בקרבך במקום אשר יבחר באחד שעריך בטוב לו לא תוננו
(39193, 2, 4);[40, 300, 10, 8];משיח;10242;(5, 26, 2, 18, 10242);המקום;5;(5, 26, 2, 70, 39193);ולקחת מראשית כל פרי האדמה אשר תביא מארצך אשר יהוה אלהיך נתן לך ושמת בטנא והלכת אל המקום אשר יבחר יהוה אלהיך לשכן שמו שם
(49123, 2, 4);[40, 300, 10, 8];משיח;12785;(5, 31, 11, 9, 12785);במקום;5;(5, 31, 11, 35, 49123);בבוא כל ישראל לראות את פני יהוה אלהיך במקום אשר יבחר תקרא את התורה הזאת נגד כל ישראל באזניהם
(52286, 2, 4);[40, 300, 10, 8];משיח;13604;(5, 32, 41, 12, 13604);אשלם;4;(5, 32, 41, 49, 52286);אם שנותי ברק חרבי ותאחז במשפט ידי אשיב נקם לצרי ולמשנאי אשלם
(4944, 6, 4);[40, 300, 10, 8];משיח;1279;(5, 3, 6, 2, 1279);אותם;4;(5, 3, 6, 9, 4944);ונחרם אותם כאשר עשינו לסיחן מלך חשבון החרם כל עיר מתם הנשים והטף
(6693, 8, 4);[40, 300, 10, 8];משיח;1735;(5, 4, 5, 17, 1735);שמה;2;(5, 4, 5, 66, 6693);ראה למדתי אתכם חקים ומשפטים כאשר צוני יהוה אלהי לעשות כן בקרב הארץ אשר אתם באים שמה לרשתה
(17525, 10, 4);[40, 300, 10, 8];משיח;4495;(5, 10, 3, 9, 4495);כראשנים;7;(5, 10, 3, 38, 17525);ואעש ארון עצי שטים ואפסל שני לחת אבנים כראשנים ואעל ההרה ושני הלחת בידי
(15780, 11, 4);[40, 300, 10, 8];משיח;4050;(5, 9, 5, 19, 4050);הקים;4;(5, 9, 5, 77, 15780);לא בצדקתך ובישר לבבך אתה בא לרשת את ארצם כי ברשעת הגוים האלה יהוה אלהיך מורישם מפניך ולמען הקים את הדבר אשר נשבע יהוה לאבתיך לאברהם ליצחק וליעקב
(2094, 14, 4);[40, 300, 10, 8];משיח;526;(5, 1, 37, 7, 526);גם;2;(5, 1, 37, 25, 2094);גם בי התאנף יהוה בגללכם לאמר גם אתה לא תבא שם
(9217, 14, 4);[40, 300, 10, 8];משיח;2382;(5, 4, 43, 14, 2382);למנשי;2;(5, 4, 43, 55, 9217);את בצר במדבר בארץ המישר לראובני ואת ראמת בגלעד לגדי ואת גולן בבשן למנשי
(51875, 16, 4);[40, 300, 10, 8];משיח;13495;(5, 32, 31, 6, 13495);פלילים;6;(5, 32, 31, 27, 51875);כי לא כצורנו צורם ואיבינו פלילים
(35566, 17, 4);[40, 300, 10, 8];משיח;9264;(5, 22, 28, 11, 9264);עמה;2;(5, 22, 28, 37, 35566);כי ימצא איש נער בתולה אשר לא ארשה ותפשה ושכב עמה ונמצאו
(28432, 21, 4);[40, 300, 10, 8];משיח;7330;(5, 17, 9, 10, 7330);ההם;3;(5, 17, 9, 39, 28432);ובאת אל הכהנים הלוים ואל השפט אשר יהיה בימים ההם ודרשת והגידו לך את דבר המשפט
(8933, 25, 4);[40, 300, 10, 8];משיח;2305;(5, 4, 39, 10, 2305);בשמים;3;(5, 4, 39, 38, 8933);וידעת היום והשבת אל לבבך כי יהוה הוא האלהים בשמים ממעל ועל הארץ מתחת אין עוד
(21282, 25, 4);[40, 300, 10, 8];משיח;5450;(5, 12, 11, 6, 5450);אלהיכם;6;(5, 12, 11, 26, 21282);והיה המקום אשר יבחר יהוה אלהיכם בו לשכן שמו שם שמה תביאו את כל אשר אנכי מצוה אתכם עולתיכם וזבחיכם מעשרתיכם ותרמת ידכם וכל מבחר נדריכם אשר תדרו ליהוה
(3659, 26, 4);[40, 300, 10, 8];משיח;941;(5, 2, 21, 8, 941);מפניהם;1;(5, 2, 21, 30, 3659);עם גדול ורב ורם כענקים וישמידם יהוה מפניהם ויירשם וישבו תחתם
(11820, 34, 4);[40, 300, 10, 8];משיח;3056;(5, 6, 10, 16, 3056);ערים;4;(5, 6, 10, 65, 11820);והיה כי יביאך יהוה אלהיך אל הארץ אשר נשבע לאבתיך לאברהם ליצחק וליעקב לתת לך ערים גדלת וטבת אשר לא בנית
(22738, 36, 4);[40, 300, 10, 8];משיח;5828;(5, 13, 2, 6, 5828);חלם;3;(5, 13, 2, 20, 22738);כי יקום בקרבך נביא או חלם חלום ונתן אליך אות או מופת
(34265, 36, 4);[40, 300, 10, 8];משיח;8909;(5, 22, 4, 11, 8909);מהם;1;(5, 22, 4, 39, 34265);לא תראה את חמור אחיך או שורו נפלים בדרך והתעלמת מהם הקם תקים עמו
(14042, 39, 4);[40, 300, 10, 8];משיח;3609;(5, 7, 23, 5, 3609);והמם;4;(5, 7, 23, 23, 14042);ונתנם יהוה אלהיך לפניך והמם מהומה גדלה עד השמדם
(27894, 44, 4);[40, 300, 10, 8];משיח;7183;(5, 17, 1, 10, 7183);מום;1;(5, 17, 1, 32, 27894);לא תזבח ליהוה אלהיך שור ושה אשר יהיה בו מום כל דבר רע כי תועבת יהוה אלהיך הוא
(31374, 44, 4);[40, 300, 10, 8];משיח;8133;(5, 19, 17, 14, 8133);בימים;5;(5, 19, 17, 61, 31374);ועמדו שני האנשים אשר להם הריב לפני יהוה לפני הכהנים והשפטים אשר יהיו בימים ההם
(625, 47, 4);[40, 300, 10, 8];משיח;162;(5, 1, 11, 10, 162);אתכם;4;(5, 1, 11, 42, 625);יהוה אלהי אבותכם יסף עליכם ככם אלף פעמים ויברך אתכם כאשר דבר לכם
(20633, 47, 4);[40, 300, 10, 8];משיח;5291;(5, 12, 1, 5, 5291);תשמרון;3;(5, 12, 1, 22, 20633);אלה החקים והמשפטים אשר תשמרון לעשות בארץ אשר נתן יהוה אלהי אבתיך לך לרשתה כל הימים אשר אתם חיים על האדמה
(32443, 47, 4);[40, 300, 10, 8];משיח;8419;(5, 20, 17, 5, 8419);והאמרי;4;(5, 20, 17, 20, 32443);כי החרם תחרימם החתי והאמרי הכנעני והפרזי החוי והיבוסי כאשר צוך יהוה אלהיך
(32689, 48, 4);[40, 300, 10, 8];משיח;8484;(5, 20, 20, 14, 8484);מצור;1;(5, 20, 20, 41, 32689);רק עץ אשר תדע כי לא עץ מאכל הוא אתו תשחית וכרת ובנית מצור על העיר אשר הוא עשה עמך מלחמה עד רדתה
(7549, 49, 4);[40, 300, 10, 8];משיח;1955;(5, 4, 19, 4, 1955);השמימה;3;(5, 4, 19, 14, 7549);ופן תשא עיניך השמימה וראית את השמש ואת הירח ואת הכוכבים כל צבא השמים ונדחת והשתחוית להם ועבדתם אשר חלק יהוה אלהיך אתם לכל העמים תחת כל השמים
(52166, 49, 4);[40, 300, 10, 8];משיח;13573;(5, 32, 39, 8, 13573);אלהים;5;(5, 32, 39, 26, 52166);ראו עתה כי אני אני הוא ואין אלהים עמדי אני אמית ואחיה מחצתי ואני ארפא ואין מידי מציל
(16505, 50, 4);[40, 300, 10, 8];משיח;4240;(5, 9, 16, 7, 4240);לכם;3;(5, 9, 16, 32, 16505);וארא והנה חטאתם ליהוה אלהיכם עשיתם לכם עגל מסכה סרתם מהר מן הדרך אשר צוה יהוה אתכם
(20897, 52, 4);[40, 300, 10, 8];משיח;5358;(5, 12, 5, 4, 5358);המקום;5;(5, 12, 5, 11, 20897);כי אם אל המקום אשר יבחר יהוה אלהיכם מכל שבטיכם לשום את שמו שם לשכנו תדרשו ובאת שמה
(46186, 52, 4);[40, 300, 10, 8];משיח;12031;(5, 29, 14, 8, 12031);היום;4;(5, 29, 14, 24, 46186);כי את אשר ישנו פה עמנו עמד היום לפני יהוה אלהינו ואת אשר איננו פה עמנו היום
(51755, 56, 4);[40, 300, 10, 8];משיח;13466;(5, 32, 28, 5, 13466);המה;2;(5, 32, 28, 14, 51755);כי גוי אבד עצות המה ואין בהם תבונה
(37841, 57, 4);[40, 300, 10, 8];משיח;9887;(5, 24, 18, 9, 9887);משם;3;(5, 24, 18, 37, 37841);וזכרת כי עבד היית במצרים ויפדך יהוה אלהיך משם על כן אנכי מצוך לעשות את הדבר הזה
(50323, 59, 4);[40, 300, 10, 8];משיח;13101;(5, 31, 27, 12, 13101);עמכם;2;(5, 31, 27, 40, 50323);כי אנכי ידעתי את מריך ואת ערפך הקשה הן בעודני חי עמכם היום ממרים היתם עם יהוה ואף כי אחרי מותי
(14517, 60, 4);[40, 300, 10, 8];משיח;3733;(5, 8, 4, 1, 3733);שמלתך;2;(5, 8, 4, 2, 14517);שמלתך לא בלתה מעליך ורגלך לא בצקה זה ארבעים שנה
(42975, 64, 4);[40, 300, 10, 8];משיח;11208;(5, 28, 27, 5, 11208);ובעפלים;7;(5, 28, 27, 25, 42975);יככה יהוה בשחין מצרים ובעפלים ובגרב ובחרס אשר לא תוכל להרפא
(27338, 72, 4);[40, 300, 10, 8];משיח;7036;(5, 16, 13, 8, 7036);מגרנך;1;(5, 16, 13, 26, 27338);חג הסכת תעשה לך שבעת ימים באספך מגרנך ומיקבך
(30869, 72, 4);[40, 300, 10, 8];משיח;7994;(5, 19, 9, 5, 7994);המצוה;2;(5, 19, 9, 12, 30869);כי תשמר את כל המצוה הזאת לעשתה אשר אנכי מצוך היום לאהבה את יהוה אלהיך וללכת בדרכיו כל הימים ויספת לך עוד שלש ערים על השלש האלה
(14063, 74, 4);[40, 300, 10, 8];משיח;3615;(5, 7, 24, 2, 3615);מלכיהם;1;(5, 7, 24, 5, 14063);ונתן מלכיהם בידך והאבדת את שמם מתחת השמים לא יתיצב איש בפניך עד השמדך אתם
(51580, 75, 4);[40, 300, 10, 8];משיח;13419;(5, 32, 24, 6, 13419);מרירי;1;(5, 32, 24, 19, 51580);מזי רעב ולחמי רשף וקטב מרירי ושן בהמות אשלח בם עם חמת זחלי עפר
(26219, 76, 4);[40, 300, 10, 8];משיח;6748;(5, 15, 17, 3, 6748);המרצע;2;(5, 15, 17, 9, 26219);ולקחת את המרצע ונתתה באזנו ובדלת והיה לך עבד עולם ואף לאמתך תעשה כן
(31587, 78, 4);[40, 300, 10, 8];משיח;8191;(5, 20, 1, 14, 8191);מהם;1;(5, 20, 1, 44, 31587);כי תצא למלחמה על איביך וראית סוס ורכב עם רב ממך לא תירא מהם כי יהוה אלהיך עמך המעלך מארץ מצרים
(17502, 79, 4);[40, 300, 10, 8];משיח;4490;(5, 10, 3, 4, 4490);שטים;4;(5, 10, 3, 15, 17502);ואעש ארון עצי שטים ואפסל שני לחת אבנים כראשנים ואעל ההרה ושני הלחת בידי
(3625, 84, 4);[40, 300, 10, 8];משיח;933;(5, 2, 20, 13, 933);זמזמים;2;(5, 2, 20, 50, 3625);ארץ רפאים תחשב אף הוא רפאים ישבו בה לפנים והעמנים יקראו להם זמזמים
(3615, 91, 4);[40, 300, 10, 8];משיח;930;(5, 2, 20, 10, 930);והעמנים;7;(5, 2, 20, 40, 3615);ארץ רפאים תחשב אף הוא רפאים ישבו בה לפנים והעמנים יקראו להם זמזמים
(8863, 95, 4);[40, 300, 10, 8];משיח;2287;(5, 4, 38, 6, 2287);מפניך;1;(5, 4, 38, 25, 8863);להוריש גוים גדלים ועצמים ממך מפניך להביאך לתת לך את ארצם נחלה כיום הזה
