Hebrew Letter;Number Of Instances;Length Of Text;Percentage Of Text as Decimal;Percentage of Text as %
א;7634;78069;0.09778529249766232;9.778529249766233
ב;4332;78069;0.05548937478384506;5.548937478384506
ג;577;78069;0.007390897795539843;0.7390897795539842
ד;1848;78069;0.023671367636321716;2.3671367636321716
ה;6283;78069;0.08048008812716956;8.048008812716956
ו;8447;78069;0.10819915715584931;10.819915715584932
ז;428;78069;0.005482329733953298;0.5482329733953297
ח;1844;78069;0.02362013090983617;2.3620130909836172
ט;308;78069;0.003945227939386953;0.39452279393869527
י;9041;78069;0.11580781103895273;11.580781103895273
כ;1909;78069;0.024452727715226275;2.4452727715226272
ך;865;78069;0.01107994210249907;1.107994210249907
כ/ך;2774;78069;0.03553266981772535;3.553266981772535
ל;5275;78069;0.06756843305281225;6.756843305281225
מ;3421;78069;0.04382021032676222;4.382021032676222
ם;2689;78069;0.03444388937990752;3.444388937990752
מ/ם;6110;78069;0.07826409970666974;7.826409970666974
נ;2776;78069;0.035558288180968116;3.5558288180968116
ן;1009;78069;0.012924464255978686;1.2924464255978687
נ/ן;3785;78069;0.0484827524369468;4.8482752436946805
ס;446;78069;0.005712895003138249;0.571289500313825
ע;2823;78069;0.03616031971717327;3.616031971717327
פ;890;78069;0.011400171643033726;1.1400171643033725
ף;313;78069;0.004009273847493884;0.4009273847493884
פ/ף;1203;78069;0.01540944549052761;1.5409445490527611
צ;740;78069;0.009478794399825794;0.9478794399825794
ץ;351;78069;0.0044960227491065595;0.44960227491065596
צ/ץ;1091;78069;0.013974817148932355;1.3974817148932355
ק;1301;78069;0.01666474528942346;1.666474528942346
ר;4793;78069;0.0613944075113041;6.13944075113041
ש;3574;78069;0.045780015114834316;4.578001511483432
ת;4152;78069;0.053183722091995546;5.318372209199555
