Hebrew Letter;Number Of Instances;Length Of Text;Percentage Of Text as Decimal;Percentage of Text as %
א;231;3872;0.05965909090909091;5.965909090909091
ב;185;3872;0.04777892561983471;4.777892561983471
ג;66;3872;0.017045454545454544;1.7045454545454544
ד;98;3872;0.0253099173553719;2.53099173553719
ה;355;3872;0.09168388429752067;9.168388429752067
ו;500;3872;0.12913223140495866;12.913223140495866
ז;22;3872;0.005681818181818182;0.5681818181818182
ח;89;3872;0.022985537190082644;2.2985537190082646
ט;14;3872;0.003615702479338843;0.3615702479338843
י;470;3872;0.12138429752066116;12.138429752066116
כ;149;3872;0.03848140495867768;3.848140495867768
ך;16;3872;0.004132231404958678;0.4132231404958678
כ/ך;165;3872;0.04261363636363636;4.261363636363636
ל;262;3872;0.06766528925619834;6.766528925619834
מ;169;3872;0.04364669421487603;4.364669421487603
ם;187;3872;0.048295454545454544;4.829545454545454
מ/ם;356;3872;0.09194214876033058;9.194214876033058
נ;120;3872;0.030991735537190084;3.0991735537190084
ן;55;3872;0.014204545454545454;1.4204545454545454
נ/ן;175;3872;0.04519628099173554;4.519628099173554
ס;31;3872;0.008006198347107437;0.8006198347107437
ע;119;3872;0.030733471074380167;3.0733471074380168
פ;61;3872;0.015754132231404958;1.5754132231404958
ף;2;3872;0.0005165289256198347;0.05165289256198347
פ/ף;63;3872;0.016270661157024795;1.6270661157024795
צ;48;3872;0.012396694214876033;1.2396694214876034
ץ;11;3872;0.002840909090909091;0.2840909090909091
צ/ץ;59;3872;0.015237603305785124;1.5237603305785123
ק;76;3872;0.01962809917355372;1.962809917355372
ר;214;3872;0.05526859504132232;5.526859504132232
ש;178;3872;0.04597107438016529;4.597107438016529
ת;144;3872;0.0371900826446281;3.71900826446281
