Hebrew Letter;Number Of Instances;Length Of Text;Percentage Of Text as Decimal;Percentage of Text as %
א;4747;51354;0.09243681115395101;9.243681115395102
ב;2438;51354;0.04747439342602329;4.747439342602329
ג;495;51354;0.009638976515948125;0.9638976515948126
ד;1724;51354;0.03357090002726175;3.3570900027261747
ה;4232;51354;0.08240838104139891;8.240838104139891
ו;6290;51354;0.12248315613194688;12.248315613194688
ז;279;51354;0.005432877672625307;0.5432877672625307
ח;1040;51354;0.02025158702340616;2.025158702340616
ט;218;51354;0.004245044202983214;0.4245044202983214
י;6047;51354;0.11775129493320871;11.775129493320872
כ;1275;51354;0.024827666783502747;2.482766678350275
ך;585;51354;0.011391517700665965;1.1391517700665965
כ/ך;1860;51354;0.036219184484168714;3.621918448416871
ל;4339;51354;0.08449195778323013;8.449195778323013
מ;2453;51354;0.04776648362347626;4.776648362347626
ם;1579;51354;0.030747361451883008;3.0747361451883006
מ/ם;4032;51354;0.07851384507535927;7.851384507535927
נ;1633;51354;0.031798886162713716;3.1798886162713718
ן;558;51354;0.010865755345250614;1.0865755345250614
נ/ן;2191;51354;0.042664641507964327;4.266464150796432
ס;189;51354;0.003680336487907466;0.36803364879074657
ע;1731;51354;0.03370720878607314;3.370720878607314
פ;645;51354;0.01255987849047786;1.255987849047786
ף;73;51354;0.001421505627604471;0.1421505627604471
פ/ף;718;51354;0.01398138411808233;1.398138411808233
צ;353;51354;0.006873855980059976;0.6873855980059975
ץ;64;51354;0.0012462515091326868;0.12462515091326869
צ/ץ;417;51354;0.008120107489192663;0.8120107489192664
ק;630;51354;0.012267788293024886;1.2267788293024886
ר;2528;51354;0.04922693461074113;4.922693461074113
ש;2709;51354;0.05275148966000701;5.275148966000701
ת;2500;51354;0.04868169957549558;4.868169957549558
