(n, d, k);[Gematria of ELS];ELS Search Term;Found in WordNumber In Text;WordCoordinatesDWTK;Found in Word In Text;LetterPositionIndex In Word;LetterCoordinatesD5K of First Letter in ELS;Found In Verse
(11495, -100, 4);[40, 300, 10, 8];משיח;2929;(28, 14, 34, 5, 2929);לאמים;5;(28, 14, 34, 21, 11495);צדקה תרומם גוי וחסד לאמים חטאת
(13803, -100, 4);[40, 300, 10, 8];משיח;3541;(28, 17, 13, 1, 3541);משיב;1;(28, 17, 13, 1, 13803);משיב רעה תחת טובה לא תמיש רעה מביתו
(24746, -93, 4);[40, 300, 10, 8];משיח;6450;(28, 30, 5, 7, 6450);לחסים;5;(28, 30, 5, 26, 24746);כל אמרת אלוה צרופה מגן הוא לחסים בו
(22054, -90, 4);[40, 300, 10, 8];משיח;5750;(28, 26, 28, 8, 5750);מדחה;1;(28, 26, 28, 26, 22054);לשון שקר ישנא דכיו ופה חלק יעשה מדחה
(1884, -89, 4);[40, 300, 10, 8];משיח;460;(28, 3, 11, 5, 460);תמאס;2;(28, 3, 11, 15, 1884);מוסר יהוה בני אל תמאס ואל תקץ בתוכחתו
(5432, -88, 4);[40, 300, 10, 8];משיח;1379;(28, 7, 17, 3, 1379);מר;1;(28, 7, 17, 10, 5432);נפתי משכבי מר אהלים וקנמון
(13843, -86, 4);[40, 300, 10, 8];משיח;3552;(28, 17, 14, 4, 3552);מדון;1;(28, 17, 14, 13, 13843);פוטר מים ראשית מדון ולפני התגלע הריב נטוש
(19407, -78, 4);[40, 300, 10, 8];משיח;5039;(28, 24, 1, 8, 5039);אתם;3;(28, 24, 1, 29, 19407);אל תקנא באנשי רעה ואל תתאו להיות אתם
(23345, -77, 4);[40, 300, 10, 8];משיח;6081;(28, 28, 15, 8, 6081);עם;2;(28, 28, 15, 23, 23345);ארי נהם ודב שוקק משל רשע על עם דל
(9750, -74, 4);[40, 300, 10, 8];משיח;2478;(28, 12, 24, 6, 2478);למס;2;(28, 12, 24, 24, 9750);יד חרוצים תמשול ורמיה תהיה למס
(25573, -74, 4);[40, 300, 10, 8];משיח;6671;(28, 30, 31, 2, 6671);מתנים;1;(28, 30, 31, 6, 25573);זרזיר מתנים או תיש ומלך אלקום עמו
(4649, -67, 4);[40, 300, 10, 8];משיח;1174;(28, 6, 24, 4, 1174);מחלקת;1;(28, 6, 24, 12, 4649);לשמרך מאשת רע מחלקת לשון נכריה
(7170, -67, 4);[40, 300, 10, 8];משיח;1824;(28, 9, 15, 4, 1824);המישרים;2;(28, 9, 15, 14, 7170);לקרא לעברי דרך המישרים ארחותם
(7376, -66, 4);[40, 300, 10, 8];משיח;1878;(28, 10, 4, 6, 1878);חרוצים;6;(28, 10, 4, 21, 7376);ראש עשה כף רמיה ויד חרוצים תעשיר
(10033, -64, 4);[40, 300, 10, 8];משיח;2556;(28, 13, 7, 5, 2556);מתרושש;1;(28, 13, 7, 14, 10033);יש מתעשר ואין כל מתרושש והון רב
(3720, -59, 4);[40, 300, 10, 8];משיח;935;(28, 5, 15, 2, 935);מים;1;(28, 5, 15, 4, 3720);שתה מים מבורך ונזלים מתוך בארך
(10799, -58, 4);[40, 300, 10, 8];משיח;2753;(28, 14, 9, 5, 2753);ישרים;5;(28, 14, 9, 21, 10799);אולים יליץ אשם ובין ישרים רצון
(9207, -57, 4);[40, 300, 10, 8];משיח;2338;(28, 12, 5, 5, 2338);רשעים;5;(28, 12, 5, 27, 9207);מחשבות צדיקים משפט תחבלות רשעים מרמה
(24979, -53, 4);[40, 300, 10, 8];משיח;6515;(28, 30, 13, 2, 6515);מה;1;(28, 30, 13, 4, 24979);דור מה רמו עיניו ועפעפיו ינשאו
(2757, -51, 4);[40, 300, 10, 8];משיח;689;(28, 4, 7, 4, 689);חכמה;3;(28, 4, 7, 15, 2757);ראשית חכמה קנה חכמה ובכל קנינך קנה בינה
(12564, -51, 4);[40, 300, 10, 8];משיח;3209;(28, 16, 3, 6, 3209);מחשבתיך;1;(28, 16, 3, 19, 12564);גל אל יהוה מעשיך ויכנו מחשבתיך
(16301, -50, 4);[40, 300, 10, 8];משיח;4213;(28, 20, 18, 6, 4213);מלחמה;4;(28, 20, 18, 29, 16301);מחשבות בעצה תכון ובתחבלות עשה מלחמה
(10889, -47, 4);[40, 300, 10, 8];משיח;2777;(28, 14, 13, 1, 2777);גם;2;(28, 14, 13, 2, 10889);גם בשחוק יכאב לב ואחריתה שמחה תוגה
(5055, -45, 4);[40, 300, 10, 8];משיח;1285;(28, 7, 3, 4, 1285);כתבם;4;(28, 7, 3, 17, 5055);קשרם על אצבעתיך כתבם על לוח לבך
(21550, -42, 4);[40, 300, 10, 8];משיח;5615;(28, 26, 10, 7, 5615);עברים;5;(28, 26, 10, 26, 21550);רב מחולל כל ושכר כסיל ושכר עברים
(23089, -42, 4);[40, 300, 10, 8];משיח;6018;(28, 28, 7, 7, 6018);יכלים;5;(28, 28, 7, 29, 23089);נוצר תורה בן מבין ורעה זוללים יכלים אביו
