(n, d, k);[Gematria of ELS];ELS Search Term;Found in WordNumber In Text;WordCoordinatesDWTK;Found in Word In Text;LetterPositionIndex In Word;LetterCoordinatesD5K of First Letter in ELS;Found In Verse
(187969, -100, 4);[40, 300, 10, 8];משיח;49647;(4, 1, 37, 5, 49647);ושלשים;6;(4, 1, 37, 25, 187969);פקדיהם למטה בנימן חמשה ושלשים אלף וארבע מאות
(283293, -100, 4);[40, 300, 10, 8];משיח;74352;(5, 21, 13, 5, 74352);מעליה;1;(5, 21, 13, 17, 283293);והסירה את שמלת שביה מעליה וישבה בביתך ובכתה את אביה ואת אמה ירח ימים ואחר כן תבוא אליה ובעלתה והיתה לך לאשה
(295504, -100, 4);[40, 300, 10, 8];משיח;77566;(5, 29, 2, 7, 77566);והמפתים;3;(5, 29, 2, 28, 295504);המסות הגדלת אשר ראו עיניך האתת והמפתים הגדלים ההם
(47019, -99, 4);[40, 300, 10, 8];משיח;12526;(1, 32, 11, 5, 12526);האמת;3;(1, 32, 11, 21, 47019);קטנתי מכל החסדים ומכל האמת אשר עשית את עבדך כי במקלי עברתי את הירדן הזה ועתה הייתי לשני מחנות
(70514, -99, 4);[40, 300, 10, 8];משיח;18655;(1, 46, 5, 12, 18655);טפם;3;(1, 46, 5, 45, 70514);ויקם יעקב מבאר שבע וישאו בני ישראל את יעקב אביהם ואת טפם ואת נשיהם בעגלות אשר שלח פרעה לשאת אתו
(140008, -99, 4);[40, 300, 10, 8];משיח;36891;(2, 40, 2, 1, 36891);ביום;4;(2, 40, 2, 4, 140008);ביום החדש הראשון באחד לחדש תקים את משכן אהל מועד
(181372, -99, 4);[40, 300, 10, 8];משיח;47994;(3, 25, 36, 7, 47994);מאלהיך;1;(3, 25, 36, 24, 181372);אל תקח מאתו נשך ותרבית ויראת מאלהיך וחי אחיך עמך
(37945, -98, 4);[40, 300, 10, 8];משיח;10084;(1, 27, 36, 4, 10084);שמו;2;(1, 27, 36, 13, 37945);ויאמר הכי קרא שמו יעקב ויעקבני זה פעמים את בכרתי לקח והנה עתה לקח ברכתי ויאמר הלא אצלת לי ברכה
(178522, -98, 4);[40, 300, 10, 8];משיח;47240;(3, 23, 43, 16, 47240);אלהיכם;6;(3, 23, 43, 70, 178522);למען ידעו דרתיכם כי בסכות הושבתי את בני ישראל בהוציאי אותם מארץ מצרים אני יהוה אלהיכם
(8711, -97, 4);[40, 300, 10, 8];משיח;2338;(1, 7, 16, 4, 2338);מכל;1;(1, 7, 16, 15, 8711);והבאים זכר ונקבה מכל בשר באו כאשר צוה אתו אלהים ויסגר יהוה בעדו
(129686, -97, 4);[40, 300, 10, 8];משיח;34234;(2, 34, 11, 7, 34234);היום;4;(2, 34, 11, 22, 129686);שמר לך את אשר אנכי מצוך היום הנני גרש מפניך את האמרי והכנעני והחתי והפרזי והחוי והיבוסי
(143446, -97, 4);[40, 300, 10, 8];משיח;37803;(3, 3, 2, 9, 37803);מועד;1;(3, 3, 2, 29, 143446);וסמך ידו על ראש קרבנו ושחטו פתח אהל מועד וזרקו בני אהרן הכהנים את הדם על המזבח סביב
(178391, -97, 4);[40, 300, 10, 8];משיח;47210;(3, 23, 41, 9, 47210);עולם;4;(3, 23, 41, 34, 178391);וחגתם אתו חג ליהוה שבעת ימים בשנה חקת עולם לדרתיכם בחדש השביעי תחגו אתו
(233665, -97, 4);[40, 300, 10, 8];משיח;61553;(4, 26, 59, 19, 61553);מרים;1;(4, 26, 59, 65, 233665);ושם אשת עמרם יוכבד בת לוי אשר ילדה אתה ללוי במצרים ותלד לעמרם את אהרן ואת משה ואת מרים אחתם
(13787, -95, 4);[40, 300, 10, 8];משיח;3691;(1, 11, 25, 13, 3691);בנים;4;(1, 11, 25, 49, 13787);ויחי נחור אחרי הולידו את תרח תשע עשרה שנה ומאת שנה ויולד בנים ובנות
(32892, -95, 4);[40, 300, 10, 8];משיח;8770;(1, 25, 2, 8, 8770);מדן;1;(1, 25, 2, 23, 32892);ותלד לו את זמרן ואת יקשן ואת מדן ואת מדין ואת ישבק ואת שוח
(179681, -95, 4);[40, 300, 10, 8];משיח;47552;(3, 25, 3, 2, 47552);שנים;4;(3, 25, 3, 6, 179681);שש שנים תזרע שדך ושש שנים תזמר כרמך ואספת את תבואתה
(303468, -95, 4);[40, 300, 10, 8];משיח;79623;(5, 33, 13, 7, 79623);שמים;2;(5, 33, 13, 28, 303468);וליוסף אמר מברכת יהוה ארצו ממגד שמים מטל ומתהום רבצת תחת
(9556, -94, 4);[40, 300, 10, 8];משיח;2561;(1, 8, 9, 12, 2561);מים;3;(1, 8, 9, 42, 9556);ולא מצאה היונה מנוח לכף רגלה ותשב אליו אל התבה כי מים על פני כל הארץ וישלח ידו ויקחה ויבא אתה אליו אל התבה
(164058, -94, 4);[40, 300, 10, 8];משיח;43360;(3, 14, 51, 15, 43360);בדם;3;(3, 14, 51, 52, 164058);ולקח את עץ הארז ואת האזב ואת שני התולעת ואת הצפר החיה וטבל אתם בדם הצפר השחוטה ובמים החיים והזה אל הבית שבע פעמים
(111878, -93, 4);[40, 300, 10, 8];משיח;29622;(2, 23, 22, 2, 29622);אם;2;(2, 23, 22, 4, 111878);כי אם שמע תשמע בקלו ועשית כל אשר אדבר ואיבתי את איביך וצרתי את צרריך
(126976, -93, 4);[40, 300, 10, 8];משיח;33485;(2, 32, 22, 1, 33485);ויאמר;4;(2, 32, 22, 4, 126976);ויאמר אהרן אל יחר אף אדני אתה ידעת את העם כי ברע הוא
(38810, -92, 4);[40, 300, 10, 8];משיח;10320;(1, 28, 4, 16, 10320);לאברהם;6;(1, 28, 4, 60, 38810);ויתן לך את ברכת אברהם לך ולזרעך אתך לרשתך את ארץ מגריך אשר נתן אלהים לאברהם
(134204, -92, 4);[40, 300, 10, 8];משיח;35406;(2, 36, 28, 2, 35406);קרשים;5;(2, 36, 28, 9, 134204);ושני קרשים עשה למקצעת המשכן בירכתים
(175543, -92, 4);[40, 300, 10, 8];משיח;46489;(3, 22, 20, 4, 46489);מום;3;(3, 22, 20, 10, 175543);כל אשר בו מום לא תקריבו כי לא לרצון יהיה לכם
(197749, -92, 4);[40, 300, 10, 8];משיח;52141;(4, 6, 15, 9, 52141);משחים;5;(4, 6, 15, 37, 197749);וסל מצות סלת חלת בלולת בשמן ורקיקי מצות משחים בשמן ומנחתם ונסכיהם
(208723, -92, 4);[40, 300, 10, 8];משיח;55005;(4, 11, 35, 1, 55005);מקברות;1;(4, 11, 35, 1, 208723);מקברות התאוה נסעו העם חצרות ויהיו בחצרות
(237869, -92, 4);[40, 300, 10, 8];משיח;62602;(4, 29, 26, 2, 62602);החמישי;3;(4, 29, 26, 8, 237869);וביום החמישי פרים תשעה אילם שנים כבשים בני שנה ארבעה עשר תמימם
(107396, -91, 4);[40, 300, 10, 8];משיח;28361;(2, 20, 10, 15, 28361);ובהמתך;4;(2, 20, 10, 60, 107396);ויום השביעי שבת ליהוה אלהיך לא תעשה כל מלאכה אתה ובנך ובתך עבדך ואמתך ובהמתך וגרך אשר בשעריך
(24809, -90, 4);[40, 300, 10, 8];משיח;6608;(1, 20, 8, 14, 6608);האנשים;6;(1, 20, 8, 66, 24809);וישכם אבימלך בבקר ויקרא לכל עבדיו וידבר את כל הדברים האלה באזניהם וייראו האנשים מאד
(277974, -90, 4);[40, 300, 10, 8];משיח;72908;(5, 17, 3, 7, 72908);ולשמש;4;(5, 17, 3, 32, 277974);וילך ויעבד אלהים אחרים וישתחו להם ולשמש או לירח או לכל צבא השמים אשר לא צויתי
(35569, -89, 4);[40, 300, 10, 8];משיח;9459;(1, 26, 22, 12, 9459);ויאמר;4;(1, 26, 22, 47, 35569);ויעתק משם ויחפר באר אחרת ולא רבו עליה ויקרא שמה רחבות ויאמר כי עתה הרחיב יהוה לנו ופרינו בארץ
(56726, -89, 4);[40, 300, 10, 8];משיח;15081;(1, 38, 16, 5, 15081);ויאמר;4;(1, 38, 16, 17, 56726);ויט אליה אל הדרך ויאמר הבה נא אבוא אליך כי לא ידע כי כלתו הוא ותאמר מה תתן לי כי תבוא אלי
(151781, -88, 4);[40, 300, 10, 8];משיח;40043;(3, 8, 19, 3, 40043);משה;1;(3, 8, 19, 11, 151781);וישחט ויזרק משה את הדם על המזבח סביב
