(n, d, k);[Gematria of ELS];ELS Search Term;Found in WordNumber In Text;WordCoordinatesDWTK;Found in Word In Text;LetterPositionIndex In Word;LetterCoordinatesD5K of First Letter in ELS;Found In Verse
(310, 1, 4);[40, 300, 10, 8];משיח;83;(27, 2, 2, 10, 83);משיחו;1;(27, 2, 2, 38, 310);יתיצבו מלכי ארץ ורוזנים נוסדו יחד על יהוה ועל משיחו
(7894, 1, 4);[40, 300, 10, 8];משיח;1991;(27, 18, 51, 6, 1991);למשיחו;2;(27, 18, 51, 23, 7894);מגדל ישועות מלכו ועשה חסד למשיחו לדוד ולזרעו עד עולם
(8600, 1, 4);[40, 300, 10, 8];משיח;2164;(27, 20, 7, 6, 2164);משיחו;1;(27, 20, 7, 20, 8600);עתה ידעתי כי הושיע יהוה משיחו יענהו משמי קדשו בגברות ישע ימינו
(12593, 1, 4);[40, 300, 10, 8];משיח;3172;(27, 28, 8, 6, 3172);משיחו;1;(27, 28, 8, 21, 12593);יהוה עז למו ומעוז ישועות משיחו הוא
(45017, 1, 4);[40, 300, 10, 8];משיח;11215;(27, 84, 10, 6, 11215);משיחך;1;(27, 84, 10, 21, 45017);מגננו ראה אלהים והבט פני משיחך
(48048, 1, 4);[40, 300, 10, 8];משיח;11966;(27, 89, 39, 6, 11966);משיחך;1;(27, 89, 39, 22, 48048);ואתה זנחת ותמאס התעברת עם משיחך
(48432, 1, 4);[40, 300, 10, 8];משיח;12065;(27, 89, 52, 8, 12065);משיחך;1;(27, 89, 52, 30, 48432);אשר חרפו אויביך יהוה אשר חרפו עקבות משיחך
(56065, 1, 4);[40, 300, 10, 8];משיח;13975;(27, 105, 15, 3, 13975);במשיחי;2;(27, 105, 15, 8, 56065);אל תגעו במשיחי ולנביאי אל תרעו
(66093, 1, 4);[40, 300, 10, 8];משיח;16428;(27, 119, 85, 3, 16428);זדים;4;(27, 119, 85, 9, 66093);כרו לי זדים שיחות אשר לא כתורתך
(71123, 1, 4);[40, 300, 10, 8];משיח;17660;(27, 132, 10, 7, 17660);משיחך;1;(27, 132, 10, 21, 71123);בעבור דוד עבדך אל תשב פני משיחך
(71348, 1, 4);[40, 300, 10, 8];משיח;17720;(27, 132, 17, 7, 17720);למשיחי;2;(27, 132, 17, 23, 71348);שם אצמיח קרן לדוד ערכתי נר למשיחי
(55142, 2, 4);[40, 300, 10, 8];משיח;13748;(27, 104, 18, 6, 13748);לשפנים;6;(27, 104, 18, 31, 55142);הרים הגבהים ליעלים סלעים מחסה לשפנים
(46557, 7, 4);[40, 300, 10, 8];משיח;11604;(27, 88, 8, 3, 11604);חמתך;2;(27, 88, 8, 9, 46557);עלי סמכה חמתך וכל משבריך ענית סלה
(59458, 7, 4);[40, 300, 10, 8];משיח;14775;(27, 107, 43, 1, 14775);מי;1;(27, 107, 43, 1, 59458);מי חכם וישמר אלה ויתבוננו חסדי יהוה
(9568, 9, 4);[40, 300, 10, 8];משיח;2406;(27, 22, 15, 11, 2406);מעי;1;(27, 22, 15, 44, 9568);כמים נשפכתי והתפרדו כל עצמותי היה לבי כדונג נמס בתוך מעי
(21136, 12, 4);[40, 300, 10, 8];משיח;5315;(27, 42, 6, 7, 5315);לאלהים;6;(27, 42, 6, 32, 21136);מה תשתוחחי נפשי ותהמי עלי הוחלי לאלהים כי עוד אודנו ישועות פניו
(23922, 12, 4);[40, 300, 10, 8];משיח;6006;(27, 48, 4, 2, 6006);בארמנותיה;4;(27, 48, 4, 9, 23922);אלהים בארמנותיה נודע למשגב
(59390, 12, 4);[40, 300, 10, 8];משיח;14758;(27, 107, 40, 5, 14758);ויתעם;5;(27, 107, 40, 19, 59390);שפך בוז על נדיבים ויתעם בתהו לא דרך
(16826, 13, 4);[40, 300, 10, 8];משיח;4233;(27, 35, 26, 4, 4233);שמחי;2;(27, 35, 26, 16, 16826);יבשו ויחפרו יחדו שמחי רעתי ילבשו בשת וכלמה המגדילים עלי
(11936, 14, 4);[40, 300, 10, 8];משיח;3002;(27, 27, 5, 10, 3002);ירוממני;4;(27, 27, 5, 41, 11936);כי יצפנני בסכה ביום רעה יסתרני בסתר אהלו בצור ירוממני
(66990, 14, 4);[40, 300, 10, 8];משיח;16644;(27, 119, 120, 1, 16644);סמר;2;(27, 119, 120, 2, 66990);סמר מפחדך בשרי וממשפטיך יראתי
(4238, 16, 4);[40, 300, 10, 8];משיח;1076;(27, 11, 3, 5, 1076);מה;1;(27, 11, 3, 18, 4238);כי השתות יהרסון צדיק מה פעל
(49013, 16, 4);[40, 300, 10, 8];משיח;12208;(27, 90, 17, 10, 12208);ומעשה;2;(27, 90, 17, 44, 49013);ויהי נעם אדני אלהינו עלינו ומעשה ידינו כוננה עלינו ומעשה ידינו כוננהו
(26830, 20, 4);[40, 300, 10, 8];משיח;6743;(27, 53, 6, 15, 6743);מאסם;1;(27, 53, 6, 48, 26830);שם פחדו פחד לא היה פחד כי אלהים פזר עצמות חנך הבשתה כי אלהים מאסם
(47859, 23, 4);[40, 300, 10, 8];משיח;11920;(27, 89, 32, 4, 11920);ומצותי;2;(27, 89, 32, 13, 47859);אם חקתי יחללו ומצותי לא ישמרו
(53920, 23, 4);[40, 300, 10, 8];משיח;13449;(27, 103, 1, 9, 13449);שם;2;(27, 103, 1, 29, 53920);לדוד ברכי נפשי את יהוה וכל קרבי את שם קדשו
(35607, 25, 4);[40, 300, 10, 8];משיח;8903;(27, 70, 4, 5, 8903);האמרים;6;(27, 70, 4, 20, 35607);ישובו על עקב בשתם האמרים האח האח
(14262, 26, 4);[40, 300, 10, 8];משיח;3587;(27, 31, 25, 2, 3587);ויאמץ;4;(27, 31, 25, 8, 14262);חזקו ויאמץ לבבכם כל המיחלים ליהוה
(33720, 26, 4);[40, 300, 10, 8];משיח;8445;(27, 68, 19, 12, 8445);אלהים;5;(27, 68, 19, 49, 33720);עלית למרום שבית שבי לקחת מתנות באדם ואף סוררים לשכן יה אלהים
(9329, 27, 4);[40, 300, 10, 8];משיח;2341;(27, 22, 7, 6, 2341);אדם;3;(27, 22, 7, 23, 9329);ואנכי תולעת ולא איש חרפת אדם ובזוי עם
(34053, 27, 4);[40, 300, 10, 8];משיח;8526;(27, 68, 30, 1, 8526);מהיכלך;1;(27, 68, 30, 1, 34053);מהיכלך על ירושלם לך יובילו מלכים שי
(41627, 27, 4);[40, 300, 10, 8];משיח;10391;(27, 78, 50, 8, 10391);וחיתם;5;(27, 78, 50, 30, 41627);יפלס נתיב לאפו לא חשך ממות נפשם וחיתם לדבר הסגיר
(17652, 29, 4);[40, 300, 10, 8];משיח;4441;(27, 37, 11, 7, 4441);שלום;4;(27, 37, 11, 29, 17652);וענוים יירשו ארץ והתענגו על רב שלום
(63978, 31, 4);[40, 300, 10, 8];משיח;15921;(27, 119, 1, 4, 15921);ההלכים;6;(27, 119, 1, 18, 63978);אשרי תמימי דרך ההלכים בתורת יהוה
(2326, 32, 4);[40, 300, 10, 8];משיח;587;(27, 7, 10, 10, 587);אלהים;5;(27, 7, 10, 42, 2326);יגמר נא רע רשעים ותכונן צדיק ובחן לבות וכליות אלהים צדיק
(64492, 35, 4);[40, 300, 10, 8];משיח;16050;(27, 119, 23, 3, 16050);שרים;4;(27, 119, 23, 10, 64492);גם ישבו שרים בי נדברו עבדך ישיח בחקיך
(9160, 37, 4);[40, 300, 10, 8];משיח;2300;(27, 22, 1, 5, 2300);מזמור;3;(27, 22, 1, 18, 9160);למנצח על אילת השחר מזמור לדוד
(28805, 37, 4);[40, 300, 10, 8];משיח;7236;(27, 58, 1, 1, 7236);למנצח;2;(27, 58, 1, 2, 28805);למנצח אל תשחת לדוד מכתם
(4081, 38, 4);[40, 300, 10, 8];משיח;1035;(27, 10, 17, 6, 1035);לבם;3;(27, 10, 17, 24, 4081);תאות ענוים שמעת יהוה תכין לבם תקשיב אזנך
(17826, 40, 4);[40, 300, 10, 8];משיח;4483;(27, 37, 17, 6, 4483);צדיקים;6;(27, 37, 17, 30, 17826);כי זרועות רשעים תשברנה וסומך צדיקים יהוה
(71865, 40, 4);[40, 300, 10, 8];משיח;17857;(27, 135, 8, 6, 17857);בהמה;3;(27, 135, 8, 23, 71865);שהכה בכורי מצרים מאדם עד בהמה
(15564, 44, 4);[40, 300, 10, 8];משיח;3917;(27, 34, 8, 6, 3917);ויחלצם;6;(27, 34, 8, 27, 15564);חנה מלאך יהוה סביב ליראיו ויחלצם
(60793, 44, 4);[40, 300, 10, 8];משיח;15102;(27, 109, 31, 3, 15102);לימין;3;(27, 109, 31, 9, 60793);כי יעמד לימין אביון להושיע משפטי נפשו
(16578, 45, 4);[40, 300, 10, 8];משיח;4171;(27, 35, 18, 4, 4171);בעם;3;(27, 35, 18, 13, 16578);אודך בקהל רב בעם עצום אהללך
(53352, 45, 4);[40, 300, 10, 8];משיח;13303;(27, 102, 11, 1, 13303);מפני;1;(27, 102, 11, 1, 53352);מפני זעמך וקצפך כי נשאתני ותשליכני
(28905, 46, 4);[40, 300, 10, 8];משיח;7261;(27, 58, 4, 5, 7261);מבטן;1;(27, 58, 4, 16, 28905);זרו רשעים מרחם תעו מבטן דברי כזב
(22475, 47, 4);[40, 300, 10, 8];משיח;5638;(27, 44, 27, 1, 5638);קומה;3;(27, 44, 27, 3, 22475);קומה עזרתה לנו ופדנו למען חסדך
(43729, 48, 4);[40, 300, 10, 8];משיח;10897;(27, 81, 11, 6, 10897);מצרים;1;(27, 81, 11, 23, 43729);אנכי יהוה אלהיך המעלך מארץ מצרים הרחב פיך ואמלאהו
(24293, 49, 4);[40, 300, 10, 8];משיח;6095;(27, 49, 1, 4, 6095);מזמור;1;(27, 49, 1, 13, 24293);למנצח לבני קרח מזמור
(66955, 49, 4);[40, 300, 10, 8];משיח;16635;(27, 119, 118, 7, 16635);תרמיתם;3;(27, 119, 118, 24, 66955);סלית כל שוגים מחקיך כי שקר תרמיתם
(27619, 50, 4);[40, 300, 10, 8];משיח;6934;(27, 55, 16, 8, 6934);במגורם;2;(27, 55, 16, 31, 27619);ישימות עלימו ירדו שאול חיים כי רעות במגורם בקרבם
(48976, 53, 4);[40, 300, 10, 8];משיח;12200;(27, 90, 17, 2, 12200);נעם;3;(27, 90, 17, 7, 48976);ויהי נעם אדני אלהינו עלינו ומעשה ידינו כוננה עלינו ומעשה ידינו כוננהו
(34518, 54, 4);[40, 300, 10, 8];משיח;8639;(27, 69, 6, 6, 8639);ממך;2;(27, 69, 6, 27, 34518);אלהים אתה ידעת לאולתי ואשמותי ממך לא נכחדו
(40708, 55, 4);[40, 300, 10, 8];משיח;10171;(27, 78, 20, 5, 10171);מים;3;(27, 78, 20, 17, 40708);הן הכה צור ויזובו מים ונחלים ישטפו הגם לחם יוכל תת אם יכין שאר לעמו
(30482, 60, 4);[40, 300, 10, 8];משיח;7651;(27, 61, 7, 4, 7651);מלך;1;(27, 61, 7, 10, 30482);ימים על ימי מלך תוסיף שנותיו כמו דר ודר
(63399, 65, 4);[40, 300, 10, 8];משיח;15772;(27, 118, 8, 5, 15772);באדם;4;(27, 118, 8, 21, 63399);טוב לחסות ביהוה מבטח באדם
(10683, 66, 4);[40, 300, 10, 8];משיח;2687;(27, 24, 10, 4, 2687);מלך;1;(27, 24, 10, 8, 10683);מי הוא זה מלך הכבוד יהוה צבאות הוא מלך הכבוד סלה
(39505, 66, 4);[40, 300, 10, 8];משיח;9883;(27, 77, 3, 11, 9883);הנחם;4;(27, 77, 3, 43, 39505);ביום צרתי אדני דרשתי ידי לילה נגרה ולא תפוג מאנה הנחם נפשי
(5990, 68, 4);[40, 300, 10, 8];משיח;1532;(27, 17, 7, 5, 1532);ממתקוממים;2;(27, 17, 7, 21, 5990);הפלה חסדיך מושיע חוסים ממתקוממים בימינך
