Hebrew Letter;Number Of Instances;Length Of Text;Percentage Of Text as Decimal;Percentage of Text as %
א;5224;63530;0.0822288682512199;8.222886825121991
ב;3548;63530;0.05584763104045333;5.584763104045333
ג;394;63530;0.006201794427829372;0.6201794427829371
ד;1623;63530;0.025546985676058554;2.5546985676058553
ה;5688;63530;0.08953250432866362;8.953250432866362
ו;5995;63530;0.0943648669919723;9.43648669919723
ז;454;63530;0.00714623012749882;0.7146230127498819
ח;1699;63530;0.026743270895639853;2.6743270895639855
ט;397;63530;0.006249016212812844;0.6249016212812845
י;6298;63530;0.099134267275303;9.9134267275303
כ;1578;63530;0.02483865890130647;2.483865890130647
ך;324;63530;0.005099952778215016;0.5099952778215017
כ/ך;1902;63530;0.029938611679521485;2.9938611679521485
ל;4828;63530;0.07599559263340154;7.599559263340154
מ;3381;63530;0.05321895167637337;5.3218951676373365
ם;2328;63530;0.03664410514717456;3.664410514717456
מ/ם;5709;63530;0.08986305682354793;8.986305682354793
נ;2372;63530;0.03733669132693216;3.733669132693216
ן;1107;63530;0.017424838658901307;1.7424838658901307
נ/ן;3479;63530;0.05476152998583347;5.476152998583347
ס;492;63530;0.007744372737289469;0.7744372737289469
ע;2349;63530;0.03697465764205887;3.6974657642058872
פ;1010;63530;0.0158980009444357;1.58980009444357
ף;210;63530;0.0033055249488430664;0.33055249488430666
פ/ף;1220;63530;0.019203525893278766;1.9203525893278766
צ;536;63530;0.008436958917047065;0.8436958917047065
ץ;153;63530;0.002408311034157091;0.2408311034157091
צ/ץ;689;63530;0.010845269951204155;1.0845269951204155
ק;1002;63530;0.015772076184479775;1.5772076184479775
ר;3588;63530;0.056477254840232964;5.647725484023296
ש;3548;63530;0.05584763104045333;5.584763104045333
ת;3404;63530;0.053580985361246655;5.358098536124666
