(n, d, k);[Gematria of ELS];ELS Search Term;Found in WordNumber In Text;WordCoordinatesDWTK;Found in Word In Text;LetterPositionIndex In Word;LetterCoordinatesD5K of First Letter in ELS;Found In Verse
(20749, 5, 4);[8, 10, 300, 40];משיח;5407;(29, 30, 4, 2, 5407);מלוח;4;(29, 30, 4, 10, 20749);הקטפים מלוח עלי שיח ושרש רתמים לחמם
(25945, 7, 4);[8, 10, 300, 40];משיח;6801;(29, 36, 5, 7, 6801);כח;2;(29, 36, 5, 21, 25945);הן אל כביר ולא ימאס כביר כח לב
(10225, 8, 4);[8, 10, 300, 40];משיח;2689;(29, 14, 7, 11, 2689);תחדל;2;(29, 14, 7, 36, 10225);כי יש לעץ תקוה אם יכרת ועוד יחליף וינקתו לא תחדל
(20128, 9, 4);[8, 10, 300, 40];משיח;5257;(29, 29, 8, 3, 5257);ונחבאו;3;(29, 29, 8, 13, 20128);ראוני נערים ונחבאו וישישים קמו עמדו
(18711, 10, 4);[8, 10, 300, 40];משיח;4887;(29, 27, 8, 4, 4887);חנף;1;(29, 27, 8, 9, 18711);כי מה תקות חנף כי יבצע כי ישל אלוה נפשו
(24579, 14, 4);[8, 10, 300, 40];משיח;6422;(29, 34, 10, 6, 6422);חללה;1;(29, 34, 10, 17, 24579);לכן אנשי לבב שמעו לי חללה לאל מרשע ושדי מעול
(26380, 18, 4);[8, 10, 300, 40];משיח;6912;(29, 36, 20, 6, 6912);תחתם;2;(29, 36, 20, 22, 26380);אל תשאף הלילה לעלות עמים תחתם
(2611, 19, 4);[8, 10, 300, 40];משיח;689;(29, 3, 17, 3, 689);חדלו;1;(29, 3, 17, 8, 2611);שם רשעים חדלו רגז ושם ינוחו יגיעי כח
(3204, 21, 4);[8, 10, 300, 40];משיח;836;(29, 4, 12, 4, 836);ותקח;4;(29, 4, 12, 15, 3204);ואלי דבר יגנב ותקח אזני שמץ מנהו
(1962, 26, 4);[8, 10, 300, 40];משיח;520;(29, 2, 11, 25, 520);ולנחמו;4;(29, 2, 11, 106, 1962);וישמעו שלשת רעי איוב את כל הרעה הזאת הבאה עליו ויבאו איש ממקמו אליפז התימני ובלדד השוחי וצופר הנעמתי ויועדו יחדו לבוא לנוד לו ולנחמו
