(n, d, k);[Gematria of ELS];ELS Search Term;Found in WordNumber In Text;WordCoordinatesDWTK;Found in Word In Text;LetterPositionIndex In Word;LetterCoordinatesD5K of First Letter in ELS;Found In Verse
(11917, 3, 4);[8, 10, 300, 40];משיח;3059;(7, 7, 11, 15, 3059);החמשים;2;(7, 7, 11, 58, 11917);ושמעת מה ידברו ואחר תחזקנה ידיך וירדת במחנה וירד הוא ופרה נערו אל קצה החמשים אשר במחנה
(8805, 4, 4);[8, 10, 300, 40];משיח;2233;(7, 6, 5, 16, 2233);לשחתה;3;(7, 6, 5, 67, 8805);כי הם ומקניהם יעלו ואהליהם יבאו כדי ארבה לרב ולהם ולגמליהם אין מספר ויבאו בארץ לשחתה
(10340, 7, 4);[8, 10, 300, 40];משיח;2631;(7, 6, 28, 18, 2631);המזבח;5;(7, 6, 28, 72, 10340);וישכימו אנשי העיר בבקר והנה נתץ מזבח הבעל והאשרה אשר עליו כרתה ואת הפר השני העלה על המזבח הבנוי
(36162, 8, 4);[8, 10, 300, 40];משיח;9195;(7, 20, 28, 25, 9195);מחר;2;(7, 20, 28, 92, 36162);ופינחס בן אלעזר בן אהרן עמד לפניו בימים ההם לאמר האוסף עוד לצאת למלחמה עם בני בנימן אחי אם אחדל ויאמר יהוה עלו כי מחר אתננו בידך
(3612, 11, 4);[8, 10, 300, 40];משיח;918;(7, 3, 2, 8, 918);מלחמה;3;(7, 3, 2, 29, 3612);רק למען דעת דרות בני ישראל ללמדם מלחמה רק אשר לפנים לא ידעום
(13985, 11, 4);[8, 10, 300, 40];משיח;3570;(7, 8, 15, 14, 3570);זבח;3;(7, 8, 15, 53, 13985);ויבא אל אנשי סכות ויאמר הנה זבח וצלמנע אשר חרפתם אותי לאמר הכף זבח וצלמנע עתה בידך כי נתן לאנשיך היעפים לחם
(32063, 11, 4);[8, 10, 300, 40];משיח;8157;(7, 18, 27, 18, 8157);ובטח;4;(7, 18, 27, 56, 32063);והמה לקחו את אשר עשה מיכה ואת הכהן אשר היה לו ויבאו על ליש על עם שקט ובטח ויכו אותם לפי חרב ואת העיר שרפו באש
(563, 16, 4);[8, 10, 300, 40];משיח;132;(7, 1, 10, 6, 132);בחברון;2;(7, 1, 10, 24, 563);וילך יהודה אל הכנעני היושב בחברון ושם חברון לפנים קרית ארבע ויכו את ששי ואת אחימן ואת תלמי
(22807, 23, 4);[8, 10, 300, 40];משיח;5820;(7, 12, 9, 7, 5820);שלח;3;(7, 12, 9, 28, 22807);ויהי לו שלשים בנים ושלשים בנות שלח החוצה ושלשים בנות הביא לבניו מן החוץ וישפט את ישראל שבע שנים
(7289, 24, 4);[8, 10, 300, 40];משיח;1864;(7, 5, 7, 4, 1864);חדלו;1;(7, 5, 7, 16, 7289);חדלו פרזון בישראל חדלו עד שקמתי דבורה שקמתי אם בישראל
(15201, 25, 4);[8, 10, 300, 40];משיח;3882;(7, 9, 1, 13, 3882);משפחת;4;(7, 9, 1, 48, 15201);וילך אבימלך בן ירבעל שכמה אל אחי אמו וידבר אליהם ואל כל משפחת בית אבי אמו לאמר
(23911, 28, 4);[8, 10, 300, 40];משיח;6101;(7, 13, 13, 5, 6101);מנוח;4;(7, 13, 13, 19, 23911);ויאמר מלאך יהוה אל מנוח מכל אשר אמרתי אל האשה תשמר
(37915, 32, 4);[8, 10, 300, 40];משיח;9628;(7, 21, 8, 17, 9628);המחנה;3;(7, 21, 8, 56, 37915);ויאמרו מי אחד משבטי ישראל אשר לא עלה אל יהוה המצפה והנה לא בא איש אל המחנה מיביש גלעד אל הקהל
(30672, 40, 4);[8, 10, 300, 40];משיח;7794;(7, 18, 6, 6, 7794);נכח;3;(7, 18, 6, 23, 30672);ויאמר להם הכהן לכו לשלום נכח יהוה דרככם אשר תלכו בה
(1432, 43, 4);[8, 10, 300, 40];משיח;369;(7, 1, 26, 4, 369);החתים;2;(7, 1, 26, 13, 1432);וילך האיש ארץ החתים ויבן עיר ויקרא שמה לוז הוא שמה עד היום הזה
(36298, 50, 4);[8, 10, 300, 40];משיח;9228;(7, 20, 31, 12, 9228);חללים;1;(7, 20, 31, 47, 36298);ויצאו בני בנימן לקראת העם הנתקו מן העיר ויחלו להכות מהעם חללים כפעם בפעם במסלות אשר אחת עלה בית אל ואחת גבעתה בשדה כשלשים איש בישראל
(36722, 50, 4);[8, 10, 300, 40];משיח;9331;(7, 20, 37, 2, 9331);החישו;2;(7, 20, 37, 7, 36722);והארב החישו ויפשטו אל הגבעה וימשך הארב ויך את כל העיר לפי חרב
(33695, 51, 4);[8, 10, 300, 40];משיח;8579;(7, 19, 21, 4, 8579);לחמורים;2;(7, 19, 21, 19, 33695);ויביאהו לביתו ויבול לחמורים וירחצו רגליהם ויאכלו וישתו
(9631, 55, 4);[8, 10, 300, 40];משיח;2444;(7, 6, 19, 7, 2444);קמח;3;(7, 6, 19, 27, 9631);וגדעון בא ויעש גדי עזים ואיפת קמח מצות הבשר שם בסל והמרק שם בפרור ויוצא אליו אל תחת האלה ויגש
(7447, 59, 4);[8, 10, 300, 40];משיח;1902;(7, 5, 11, 2, 1902);מחצצים;2;(7, 5, 11, 6, 7447);מקול מחצצים בין משאבים שם יתנו צדקות יהוה צדקת פרזונו בישראל אז ירדו לשערים עם יהוה
(31018, 60, 4);[8, 10, 300, 40];משיח;7883;(7, 18, 11, 3, 7883);ממשפחת;5;(7, 18, 11, 13, 31018);ויסעו משם ממשפחת הדני מצרעה ומאשתאל שש מאות איש חגור כלי מלחמה
