Hebrew Letter;Number Of Instances;Length Of Text;Percentage Of Text as Decimal;Percentage of Text as %
א;4768;78833;0.06048228533735872;6.048228533735872
ב;4037;78833;0.05120951885631652;5.120951885631652
ג;728;78833;0.009234711351845039;0.9234711351845039
ד;2506;78833;0.03178871792269735;3.178871792269735
ה;5353;78833;0.06790303553080562;6.790303553080562
ו;8733;78833;0.1107784810929433;11.07784810929433
ז;688;78833;0.00872730962921619;0.872730962921619
ח;1996;78833;0.02531934595917953;2.531934595917953
ט;545;78833;0.006913348470818059;0.6913348470818059
י;10412;78833;0.13207666840028923;13.207666840028923
כ;2196;78833;0.02785635457232377;2.7856354572323774
ך;1433;78833;0.01817766671317849;1.817766671317849
כ/ך;3629;78833;0.04603402128550226;4.6034021285502265
ל;5878;78833;0.07456268314030925;7.456268314030925
מ;3946;78833;0.05005517993733589;5.005517993733589
ם;2459;78833;0.03119252089860845;3.119252089860845
מ/ם;6405;78833;0.08124770083594433;8.124770083594433
נ;3175;78833;0.04027501173366484;4.027501173366484
ן;766;78833;0.009716742988342445;0.9716742988342445
נ/ן;3941;78833;0.04999175472200728;4.9991754722007276
ס;770;78833;0.00976748316060533;0.976748316060533
ע;3102;78833;0.03934900358986719;3.934900358986719
פ;1337;78833;0.016959902578869254;1.6959902578869253
ף;152;78833;0.0019281265459896236;0.19281265459896235
פ/ף;1489;78833;0.018888029124858877;1.8888029124858878
צ;1020;78833;0.012938743927035633;1.2938743927035634
ץ;249;78833;0.0031585757233645807;0.31585757233645806
צ/ץ;1269;78833;0.01609731965040021;1.6097319650400213
ק;1125;78833;0.01427067344893636;1.427067344893636
ר;4248;78833;0.05388606294318369;5.388606294318369
ש;3414;78833;0.04330673702637221;4.33067370263722
ת;3797;78833;0.048165108520543426;4.816510852054343
