Hebrew Letter;Number Of Instances;Length Of Text;Percentage Of Text as Decimal;Percentage of Text as %
א;27060;304850;0.08876496637690667;8.876496637690668
ב;16345;304850;0.053616532721010336;5.361653272101034
ג;2109;304850;0.0069181564703952765;0.6918156470395277
ד;7032;304850;0.023067082171559783;2.306708217155978
ה;28055;304850;0.09202886665573233;9.202886665573233
ו;30533;304850;0.10015745448581269;10.015745448581269
ז;2198;304850;0.007210103329506314;0.7210103329506314
ח;7189;304850;0.023582089552238807;2.3582089552238807
ט;1804;304850;0.005917664425127112;0.5917664425127112
י;31556;304850;0.10351320321469575;10.351320321469574
כ;8610;304850;0.028243398392652126;2.8243398392652126
ך;3358;304850;0.011015253403313104;1.1015253403313103
כ/ך;11968;304850;0.03925865179596523;3.925865179596523
ל;21570;304850;0.07075610956207971;7.075610956207972
מ;14466;304850;0.047452845661800885;4.745284566180088
ם;10624;304850;0.03484992619320978;3.4849926193209777
מ/ם;25090;304850;0.08230277185501066;8.230277185501066
נ;9867;304850;0.032366737739872066;3.2366737739872065
ן;4259;304850;0.013970805314088897;1.3970805314088897
נ/ן;14126;304850;0.04633754305396096;4.633754305396097
ס;1833;304850;0.006012793176972281;0.6012793176972281
ע;11250;304850;0.036903395112350336;3.6903395112350337
פ;3975;304850;0.013039199606363785;1.3039199606363785
ף;830;304850;0.0027226504838445136;0.27226504838445137
פ/ף;4805;304850;0.0157618500902083;1.57618500902083
צ;2927;304850;0.009601443332786617;0.9601443332786617
ץ;1035;304850;0.003395112350336231;0.3395112350336231
צ/ץ;3962;304850;0.012996555683122848;1.2996555683122848
ק;4695;304850;0.015401016893554206;1.5401016893554207
ר;18125;304850;0.0594554699032311;5.94554699032311
ש;15595;304850;0.05115630638018698;5.115630638018698
ת;17950;304850;0.05888141709037231;5.888141709037232
