(n, d, k);[Gematria of ELS];ELS Search Term;Found in WordNumber In Text;WordCoordinatesDWTK;Found in Word In Text;LetterPositionIndex In Word;LetterCoordinatesD5K of First Letter in ELS;Found In Verse
(31118, -99, 4);[8, 10, 300, 40];משיח;8053;(4, 17, 6, 6, 8053);ממחרת;3;(4, 17, 6, 21, 31118);וילנו כל עדת בני ישראל ממחרת על משה ועל אהרן לאמר אתם המתם את עם יהוה
(55161, -96, 4);[8, 10, 300, 40];משיח;14281;(4, 31, 47, 10, 14281);החמשים;2;(4, 31, 47, 33, 55161);ויקח משה ממחצת בני ישראל את האחז אחד מן החמשים מן האדם ומן הבהמה ויתן אתם ללוים שמרי משמרת משכן יהוה כאשר צוה יהוה את משה
(42634, -95, 4);[8, 10, 300, 40];משיח;11158;(4, 23, 30, 9, 11158);במזבח;5;(4, 23, 30, 33, 42634);ויעש בלק כאשר אמר בלעם ויעל פר ואיל במזבח
(45811, -95, 4);[8, 10, 300, 40];משיח;11952;(4, 26, 26, 8, 11952);משפחת;4;(4, 26, 26, 38, 45811);בני זבולן למשפחתם לסרד משפחת הסרדי לאלון משפחת האלני ליחלאל משפחת היחלאלי
(63544, -95, 4);[8, 10, 300, 40];משיח;16413;(4, 36, 13, 16, 16413);ירחו;3;(4, 36, 13, 60, 63544);אלה המצות והמשפטים אשר צוה יהוה ביד משה אל בני ישראל בערבת מואב על ירדן ירחו
(51177, -94, 4);[8, 10, 300, 40];משיח;13263;(4, 29, 19, 3, 13263);אחד;2;(4, 29, 19, 11, 51177);ושעיר עזים אחד חטאת מלבד עלת התמיד ומנחתה ונסכיהם
(47010, -93, 4);[8, 10, 300, 40];משיח;12215;(4, 26, 55, 3, 12215);יחלק;2;(4, 26, 55, 9, 47010);אך בגורל יחלק את הארץ לשמות מטות אבתם ינחלו
(15931, -92, 4);[8, 10, 300, 40];משיח;4064;(4, 7, 88, 18, 4064);המזבח;5;(4, 7, 88, 74, 15931);וכל בקר זבח השלמים עשרים וארבעה פרים אילם ששים עתדים ששים כבשים בני שנה ששים זאת חנכת המזבח אחרי המשח אתו
(59111, -92, 4);[8, 10, 300, 40];משיח;15261;(4, 33, 43, 3, 15261);ויחנו;3;(4, 33, 43, 13, 59111);ויסעו מפונן ויחנו באבת
(5096, -91, 4);[8, 10, 300, 40];משיח;1235;(4, 3, 28, 5, 1235);חדש;1;(4, 3, 28, 14, 5096);במספר כל זכר מבן חדש ומעלה שמנת אלפים ושש מאות שמרי משמרת הקדש
(4960, -90, 4);[8, 10, 300, 40];משיח;1203;(4, 3, 26, 2, 1203);החצר;2;(4, 3, 26, 7, 4960);וקלעי החצר ואת מסך פתח החצר אשר על המשכן ועל המזבח סביב ואת מיתריו לכל עבדתו
(45989, -90, 4);[8, 10, 300, 40];משיח;11990;(4, 26, 30, 9, 11990);החלקי;2;(4, 26, 30, 38, 45989);אלה בני גלעד איעזר משפחת האיעזרי לחלק משפחת החלקי
(49989, -90, 4);[8, 10, 300, 40];משיח;12979;(4, 28, 26, 5, 12979);חדשה;1;(4, 28, 26, 25, 49989);וביום הבכורים בהקריבכם מנחה חדשה ליהוה בשבעתיכם מקרא קדש יהיה לכם כל מלאכת עבדה לא תעשו
(51941, -89, 4);[8, 10, 300, 40];משיח;13432;(4, 29, 37, 1, 13432);מנחתם;3;(4, 29, 37, 3, 51941);מנחתם ונסכיהם לפר לאיל ולכבשים במספרם כמשפט
(37999, -88, 4);[8, 10, 300, 40];משיח;9890;(4, 21, 19, 3, 9890);ומנחליאל;4;(4, 21, 19, 16, 37999);וממתנה נחליאל ומנחליאל במות
(15496, -86, 4);[8, 10, 300, 40];משיח;3955;(4, 7, 82, 3, 3955);אחד;2;(4, 7, 82, 10, 15496);שעיר עזים אחד לחטאת
(4819, -85, 4);[8, 10, 300, 40];משיח;1170;(4, 3, 22, 6, 1170);חדש;1;(4, 3, 22, 20, 4819);פקדיהם במספר כל זכר מבן חדש ומעלה פקדיהם שבעת אלפים וחמש מאות
(23073, -85, 4);[8, 10, 300, 40];משיח;5930;(4, 12, 16, 5, 5930);ויחנו;3;(4, 12, 16, 20, 23073);ואחר נסעו העם מחצרות ויחנו במדבר פארן
(50600, -85, 4);[8, 10, 300, 40];משיח;13125;(4, 29, 8, 5, 13125);ניחח;3;(4, 29, 8, 21, 50600);והקרבתם עלה ליהוה ריח ניחח פר בן בקר אחד איל אחד כבשים בני שנה שבעה תמימם יהיו לכם
