(n, d, k);[Gematria of ELS];ELS Search Term;Found in WordNumber In Text;WordCoordinatesDWTK;Found in Word In Text;LetterPositionIndex In Word;LetterCoordinatesD5K of First Letter in ELS;Found In Verse
(15065, 1, 4);[40, 300, 10, 8];משיח;3935;(29, 21, 4, 2, 3935);לאדם;4;(29, 21, 4, 9, 15065);האנכי לאדם שיחי ואם מדוע לא תקצר רוחי
(2604, 2, 4);[40, 300, 10, 8];משיח;687;(29, 3, 17, 1, 687);שם;2;(29, 3, 17, 2, 2604);שם רשעים חדלו רגז ושם ינוחו יגיעי כח
(4623, 2, 4);[40, 300, 10, 8];משיח;1206;(29, 6, 12, 5, 1206);אם;2;(29, 6, 12, 14, 4623);אם כח אבנים כחי אם בשרי נחוש
(14047, 2, 4);[40, 300, 10, 8];משיח;3677;(29, 19, 26, 5, 3677);ומבשרי;2;(29, 19, 26, 17, 14047);ואחר עורי נקפו זאת ומבשרי אחזה אלוה
(23512, 2, 4);[40, 300, 10, 8];משיח;6137;(29, 33, 4, 4, 6137);ונשמת;4;(29, 33, 4, 14, 23512);רוח אל עשתני ונשמת שדי תחיני
(4816, 3, 4);[40, 300, 10, 8];משיח;1253;(29, 6, 19, 7, 1253);למו;2;(29, 6, 19, 26, 4816);הביטו ארחות תמא הליכת שבא קוו למו
(12304, 8, 4);[40, 300, 10, 8];משיח;3233;(29, 16, 21, 6, 3233);אדם;3;(29, 16, 21, 21, 12304);ויוכח לגבר עם אלוה ובן אדם לרעהו
(6666, 10, 4);[40, 300, 10, 8];משיח;1755;(29, 9, 12, 6, 1755);יאמר;3;(29, 9, 12, 19, 6666);הן יחתף מי ישיבנו מי יאמר אליו מה תעשה
(28385, 10, 4);[40, 300, 10, 8];משיח;7454;(29, 38, 36, 4, 7454);חכמה;3;(29, 38, 36, 12, 28385);מי שת בטחות חכמה או מי נתן לשכוי בינה
(5447, 20, 4);[40, 300, 10, 8];משיח;1425;(29, 7, 12, 1, 1425);הים;3;(29, 7, 12, 3, 5447);הים אני אם תנין כי תשים עלי משמר
(1232, 21, 4);[40, 300, 10, 8];משיח;321;(29, 1, 21, 1, 321);ויאמר;4;(29, 1, 21, 4, 1232);ויאמר ערם יצתי מבטן אמי וערם אשוב שמה יהוה נתן ויהוה לקח יהי שם יהוה מברך
