(n, d, k);[Gematria of ELS];ELS Search Term;Found in WordNumber In Text;WordCoordinatesDWTK;Found in Word In Text;LetterPositionIndex In Word;LetterCoordinatesD5K of First Letter in ELS;Found In Verse
(1396, 17, 4);[8, 10, 300, 40];משיח;354;(16, 2, 9, 8, 354);החלונים;2;(16, 2, 9, 32, 1396);בעיר ישקו בחומה ירצון בבתים יעלו בעד החלונים יבאו כגנב
(3032, 19, 4);[8, 10, 300, 40];משיח;758;(16, 4, 5, 5, 758);ומחמדי;3;(16, 4, 5, 20, 3032);אשר כספי וזהבי לקחתם ומחמדי הטבים הבאתם להיכליכם
(2491, 38, 4);[8, 10, 300, 40];משיח;626;(16, 3, 1, 6, 626);רוחי;3;(16, 3, 1, 20, 2491);והיה אחרי כן אשפוך את רוחי על כל בשר ונבאו בניכם ובנותיכם זקניכם חלמות יחלמון בחוריכם חזינות יראו
(3475, 42, 4);[8, 10, 300, 40];משיח;863;(16, 4, 14, 4, 863);החרוץ;2;(16, 4, 14, 18, 3475);המונים המונים בעמק החרוץ כי קרוב יום יהוה בעמק החרוץ
(1312, 57, 4);[8, 10, 300, 40];משיח;334;(16, 2, 7, 12, 334);ארחותם;3;(16, 2, 7, 57, 1312);כגבורים ירצון כאנשי מלחמה יעלו חומה ואיש בדרכיו ילכון ולא יעבטון ארחותם
(2644, 76, 4);[8, 10, 300, 40];משיח;660;(16, 3, 4, 4, 660);והירח;5;(16, 3, 4, 17, 2644);השמש יהפך לחשך והירח לדם לפני בוא יום יהוה הגדול והנורא
(3235, 78, 4);[8, 10, 300, 40];משיח;804;(16, 4, 9, 5, 804);מלחמה;3;(16, 4, 9, 19, 3235);קראו זאת בגוים קדשו מלחמה העירו הגבורים יגשו יעלו כל אנשי המלחמה
(3575, 92, 4);[8, 10, 300, 40];משיח;886;(16, 4, 16, 11, 886);מחסה;2;(16, 4, 16, 49, 3575);ויהוה מציון ישאג ומירושלם יתן קולו ורעשו שמים וארץ ויהוה מחסה לעמו ומעוז לבני ישראל
(3235, 78, 5);[8, 10, 300, 40, 30];למשיח;804;(16, 4, 9, 5, 804);מלחמה;3;(16, 4, 9, 19, 3235);קראו זאת בגוים קדשו מלחמה העירו הגבורים יגשו יעלו כל אנשי המלחמה
(3483, 92, 5);[6, 8, 10, 300, 40];משיחו;865;(16, 4, 14, 6, 865);קרוב;3;(16, 4, 14, 26, 3483);המונים המונים בעמק החרוץ כי קרוב יום יהוה בעמק החרוץ
