Hebrew Letter;Number Of Instances;Length Of Text;Percentage Of Text as Decimal;Percentage of Text as %
א;4706;66874;0.07037114573675868;7.037114573675868
ב;3353;66874;0.05013906750007477;5.013906750007477
ג;727;66874;0.010871190597242576;1.0871190597242575
ד;1757;66874;0.026273290067888866;2.6273290067888864
ה;5224;66874;0.07811705595597691;7.811705595597691
ו;7825;66874;0.11701109549301672;11.701109549301671
ז;649;66874;0.009704818015970331;0.9704818015970331
ח;1606;66874;0.024015312378502855;2.4015312378502855
ט;391;66874;0.005846816400992912;0.5846816400992912
י;7935;66874;0.11865597990250322;11.865597990250322
כ;2078;66874;0.031073361844663097;3.10733618446631
ך;799;66874;0.011947842210724646;1.1947842210724646
כ/ך;2877;66874;0.04302120405538774;4.3021204055387745
ל;4549;66874;0.0680234470795825;6.802344707958249
מ;3237;66874;0.0484044621227981;4.84044621227981
ם;2180;66874;0.03259861829709603;3.259861829709603
מ/ם;5417;66874;0.08100308041989412;8.100308041989413
נ;2203;66874;0.032942548673625026;3.2942548673625027
ן;790;66874;0.011813260759039388;1.1813260759039388
נ/ן;2993;66874;0.04475580943266441;4.475580943266441
ס;546;66874;0.008164608068905703;0.8164608068905702
ע;2643;66874;0.03952208631157102;3.952208631157102
פ;998;66874;0.014923587642432037;1.4923587642432037
ף;177;66874;0.0026467685498100905;0.26467685498100907
פ/ף;1175;66874;0.017570356192242127;1.7570356192242127
צ;997;66874;0.01490863414780034;1.490863414780034
ץ;263;66874;0.003932769088135897;0.3932769088135897
צ/ץ;1260;66874;0.01884140323593624;1.8841403235936238
ק;1150;66874;0.017196518826449743;1.7196518826449743
ר;3996;66874;0.059754164548254926;5.975416454825493
ש;3030;66874;0.04530908873403715;4.530908873403715
ת;3065;66874;0.04583246104614649;4.583246104614648
