(n, d, k);[Gematria of ELS];ELS Search Term;Found in WordNumber In Text;WordCoordinatesDWTK;Found in Word In Text;LetterPositionIndex In Word;LetterCoordinatesD5K of First Letter in ELS;Found In Verse
(1659, 8, 4);[8, 10, 300, 40];משיח;436;(33, 2, 16, 4, 436);לחכם;2;(33, 2, 16, 12, 1659);כי אין זכרון לחכם עם הכסיל לעולם בשכבר הימים הבאים הכל נשכח ואיך ימות החכם עם הכסיל
(3704, 20, 4);[8, 10, 300, 40];משיח;1009;(33, 4, 10, 7, 1009);חברו;1;(33, 4, 10, 19, 3704);כי אם יפלו האחד יקים את חברו ואילו האחד שיפול ואין שני להקימו
(9088, 22, 4);[8, 10, 300, 40];משיח;2497;(33, 10, 4, 8, 2497);תנח;3;(33, 10, 4, 28, 9088);אם רוח המושל תעלה עליך מקומך אל תנח כי מרפא יניח חטאים גדולים
(9763, 26, 4);[8, 10, 300, 40];משיח;2669;(33, 11, 2, 2, 2669);חלק;1;(33, 11, 2, 3, 9763);תן חלק לשבעה וגם לשמונה כי לא תדע מה יהיה רעה על הארץ
(3199, 30, 4);[8, 10, 300, 40];משיח;862;(33, 3, 22, 11, 862);חלקו;1;(33, 3, 22, 38, 3199);וראיתי כי אין טוב מאשר ישמח האדם במעשיו כי הוא חלקו כי מי יביאנו לראות במה שיהיה אחריו
(8357, 32, 4);[8, 10, 300, 40];משיח;2305;(33, 9, 9, 9, 2305);חיי;1;(33, 9, 9, 25, 8357);ראה חיים עם אשה אשר אהבת כל ימי חיי הבלך אשר נתן לך תחת השמש כל ימי הבלך כי הוא חלקך בחיים ובעמלך אשר אתה עמל תחת השמש
(3482, 37, 4);[8, 10, 300, 40];משיח;941;(33, 4, 5, 2, 941);חבק;1;(33, 4, 5, 6, 3482);הכסיל חבק את ידיו ואכל את בשרו
(9332, 61, 4);[8, 10, 300, 40];משיח;2558;(33, 10, 11, 3, 2558);הנחש;3;(33, 10, 11, 8, 9332);אם ישך הנחש בלוא לחש ואין יתרון לבעל הלשון
(3083, 69, 4);[8, 10, 300, 40];משיח;829;(33, 3, 20, 5, 829);אחד;2;(33, 3, 20, 15, 3083);הכל הולך אל מקום אחד הכל היה מן העפר והכל שב אל העפר
(1659, 70, 4);[8, 10, 300, 40];משיח;436;(33, 2, 16, 4, 436);לחכם;2;(33, 2, 16, 12, 1659);כי אין זכרון לחכם עם הכסיל לעולם בשכבר הימים הבאים הכל נשכח ואיך ימות החכם עם הכסיל
(8106, 71, 4);[8, 10, 300, 40];משיח;2234;(33, 9, 4, 12, 2234);חי;1;(33, 9, 4, 34, 8106);כי מי אשר יבחר אל כל החיים יש בטחון כי לכלב חי הוא טוב מן האריה המת
(6469, 73, 4);[8, 10, 300, 40];משיח;1784;(33, 7, 22, 11, 1784);אחרים;2;(33, 7, 22, 32, 6469);כי גם פעמים רבות ידע לבך אשר גם את קללת אחרים
(5935, 75, 4);[8, 10, 300, 40];משיח;1629;(33, 7, 9, 9, 1629);ינוח;4;(33, 7, 9, 35, 5935);אל תבהל ברוחך לכעוס כי כעס בחיק כסילים ינוח
(3793, 81, 4);[8, 10, 300, 40];משיח;1031;(33, 4, 12, 7, 1031);והחוט;3;(33, 4, 12, 29, 3793);ואם יתקפו האחד השנים יעמדו נגדו והחוט המשלש לא במהרה ינתק
(8007, 83, 4);[8, 10, 300, 40];משיח;2205;(33, 9, 3, 6, 2205);תחת;2;(33, 9, 3, 16, 8007);זה רע בכל אשר נעשה תחת השמש כי מקרה אחד לכל וגם לב בני האדם מלא רע והוללות בלבבם בחייהם ואחריו אל המתים
(7320, 87, 4);[8, 10, 300, 40];משיח;2021;(33, 8, 12, 2, 2021);חטא;1;(33, 8, 12, 4, 7320);אשר חטא עשה רע מאת ומאריך לו כי גם יודע אני אשר יהיה טוב ליראי האלהים אשר ייראו מלפניו
(2654, 92, 4);[8, 10, 300, 40];משיח;713;(33, 3, 12, 11, 713);בחייו;2;(33, 3, 12, 35, 2654);ידעתי כי אין טוב בם כי אם לשמוח ולעשות טוב בחייו
(180, 97, 4);[8, 10, 300, 40];משיח;49;(33, 1, 6, 10, 49);הרוח;4;(33, 1, 6, 36, 180);הולך אל דרום וסובב אל צפון סובב סבב הולך הרוח ועל סביבתיו שב הרוח
(1659, 8, 5);[8, 10, 300, 40, 30];למשיח;436;(33, 2, 16, 4, 436);לחכם;2;(33, 2, 16, 12, 1659);כי אין זכרון לחכם עם הכסיל לעולם בשכבר הימים הבאים הכל נשכח ואיך ימות החכם עם הכסיל
(9332, 61, 5);[8, 10, 300, 40, 30];למשיח;2558;(33, 10, 11, 3, 2558);הנחש;3;(33, 10, 11, 8, 9332);אם ישך הנחש בלוא לחש ואין יתרון לבעל הלשון
(7320, 87, 5);[8, 10, 300, 40, 30];למשיח;2021;(33, 8, 12, 2, 2021);חטא;1;(33, 8, 12, 4, 7320);אשר חטא עשה רע מאת ומאריך לו כי גם יודע אני אשר יהיה טוב ליראי האלהים אשר ייראו מלפניו
(3704, 20, 5);[8, 10, 300, 40, 40];ממשיח;1009;(33, 4, 10, 7, 1009);חברו;1;(33, 4, 10, 19, 3704);כי אם יפלו האחד יקים את חברו ואילו האחד שיפול ואין שני להקימו
(3793, 81, 5);[8, 10, 300, 40, 40];ממשיח;1031;(33, 4, 12, 7, 1031);והחוט;3;(33, 4, 12, 29, 3793);ואם יתקפו האחד השנים יעמדו נגדו והחוט המשלש לא במהרה ינתק
(8007, 83, 5);[8, 10, 300, 40, 40];ממשיח;2205;(33, 9, 3, 6, 2205);תחת;2;(33, 9, 3, 16, 8007);זה רע בכל אשר נעשה תחת השמש כי מקרה אחד לכל וגם לב בני האדם מלא רע והוללות בלבבם בחייהם ואחריו אל המתים
(8106, 71, 5);[8, 10, 300, 40, 5];המשיח;2234;(33, 9, 4, 12, 2234);חי;1;(33, 9, 4, 34, 8106);כי מי אשר יבחר אל כל החיים יש בטחון כי לכלב חי הוא טוב מן האריה המת
(1651, 8, 5);[10, 8, 10, 300, 40];משיחי;434;(33, 2, 16, 2, 434);אין;2;(33, 2, 16, 4, 1651);כי אין זכרון לחכם עם הכסיל לעולם בשכבר הימים הבאים הכל נשכח ואיך ימות החכם עם הכסיל
(3169, 30, 5);[10, 8, 10, 300, 40];משיחי;853;(33, 3, 22, 2, 853);כי;2;(33, 3, 22, 8, 3169);וראיתי כי אין טוב מאשר ישמח האדם במעשיו כי הוא חלקו כי מי יביאנו לראות במה שיהיה אחריו
(1651, 8, 6);[10, 8, 10, 300, 40, 30];למשיחי;434;(33, 2, 16, 2, 434);אין;2;(33, 2, 16, 4, 1651);כי אין זכרון לחכם עם הכסיל לעולם בשכבר הימים הבאים הכל נשכח ואיך ימות החכם עם הכסיל
(3445, 37, 5);[20, 8, 10, 300, 40];משיחך;930;(33, 4, 4, 10, 930);כי;1;(33, 4, 4, 32, 3445);וראיתי אני את כל עמל ואת כל כשרון המעשה כי היא קנאת איש מרעהו גם זה הבל ורעות רוח
(3712, 81, 5);[6, 8, 10, 300, 40];משיחו;1010;(33, 4, 10, 8, 1010);ואילו;5;(33, 4, 10, 27, 3712);כי אם יפלו האחד יקים את חברו ואילו האחד שיפול ואין שני להקימו
(3712, 81, 6);[6, 8, 10, 300, 40, 40];ממשיחו;1010;(33, 4, 10, 8, 1010);ואילו;5;(33, 4, 10, 27, 3712);כי אם יפלו האחד יקים את חברו ואילו האחד שיפול ואין שני להקימו
(9066, 22, 5);[5, 8, 10, 300, 40];משיחה;2492;(33, 10, 4, 3, 2492);המושל;1;(33, 10, 4, 6, 9066);אם רוח המושל תעלה עליך מקומך אל תנח כי מרפא יניח חטאים גדולים
(6396, 73, 5);[5, 8, 10, 300, 40];משיחה;1762;(33, 7, 21, 3, 1762);הדברים;1;(33, 7, 21, 6, 6396);גם לכל הדברים אשר ידברו אל תתן לבך אשר לא תשמע את עבדך מקללך
