Hebrew Letter;Number Of Instances;Length Of Text;Percentage Of Text as Decimal;Percentage of Text as %
א;6798;99476;0.06833809159998391;6.833809159998391
ב;5978;99476;0.06009489726165105;6.009489726165105
ג;673;99476;0.006765450963046363;0.6765450963046363
ד;2718;99476;0.027323173428766737;2.732317342876674
ה;8689;99476;0.08734770195826129;8.73477019582613
ו;12136;99476;0.1219992762073264;12.19992762073264
ז;930;99476;0.00934898870079215;0.9348988700792151
ח;2254;99476;0.022658731754393018;2.265873175439302
ט;386;99476;0.0038803329446298607;0.38803329446298607
י;12256;99476;0.12320559733000924;12.320559733000923
כ;2448;99476;0.024608950902730308;2.4608950902730307
ך;839;99476;0.00843419518275765;0.843419518275765
כ/ך;3287;99476;0.03304314608548796;3.304314608548796
ל;8036;99476;0.08078330451566207;8.078330451566206
מ;4719;99476;0.0474385781495034;4.743857814950339
ם;3614;99476;0.03633037114479874;3.6330371144798743
מ/ם;8333;99476;0.08376894929430215;8.376894929430215
נ;2988;99476;0.03003739595480317;3.003739595480317
ן;1332;99476;0.013390164461779725;1.3390164461779726
נ/ן;4320;99476;0.0434275604165829;4.34275604165829
ס;535;99476;0.005378181671961076;0.5378181671961076
ע;3754;99476;0.037737745787928746;3.7737745787928745
פ;1081;99476;0.01086694278016808;1.086694278016808
ף;262;99476;0.002633801117857574;0.2633801117857574
פ/ף;1343;99476;0.013500743898025655;1.3500743898025656
צ;827;99476;0.008313563070489364;0.8313563070489364
ץ;169;99476;0.0016989022477783586;0.16989022477783586
צ/ץ;996;99476;0.010012465318267723;1.0012465318267723
ק;1043;99476;0.01048494109131851;1.048494109131851
ר;5233;99476;0.052605653624994975;5.260565362499498
ש;5077;99476;0.05103743616550726;5.103743616550726
ת;4701;99476;0.04725762998110097;4.725762998110096
