Hebrew Letter;Number Of Instances;Length Of Text;Percentage Of Text as Decimal;Percentage of Text as %
א;376;5571;0.06749237120804165;6.749237120804165
ב;298;5571;0.05349129420211811;5.349129420211811
ג;55;5571;0.009872554299048646;0.9872554299048646
ד;134;5571;0.024053132292227608;2.405313229222761
ה;463;5571;0.08310895709926405;8.310895709926406
ו;612;5571;0.1098546042003231;10.98546042003231
ז;39;5571;0.007000538502961767;0.7000538502961766
ח;114;5571;0.02046311254711901;2.0463112547119007
ט;45;5571;0.008077544426494346;0.8077544426494345
י;702;5571;0.1260096930533118;12.60096930533118
כ;166;5571;0.029797163884401363;2.9797163884401363
ך;81;5571;0.014539579967689823;1.4539579967689822
כ/ך;247;5571;0.04433674385209119;4.433674385209119
ל;370;5571;0.06641536528450906;6.641536528450906
מ;277;5571;0.04972177346975409;4.972177346975409
ם;181;5571;0.03248967869323281;3.2489678693232813
מ/ם;458;5571;0.08221145216298689;8.221145216298689
נ;154;5571;0.027643152037336204;2.7643152037336205
ן;60;5571;0.010770059235325794;1.0770059235325793
נ/ן;214;5571;0.038413211272662;3.8413211272662
ס;39;5571;0.007000538502961767;0.7000538502961766
ע;256;5571;0.04595225273739006;4.595225273739006
פ;82;5571;0.014719080954945252;1.4719080954945252
ף;12;5571;0.002154011847065159;0.2154011847065159
פ/ף;94;5571;0.016873092802010412;1.6873092802010412
צ;73;5571;0.013103572069646383;1.3103572069646383
ץ;19;5571;0.003410518757853168;0.3410518757853168
צ/ץ;92;5571;0.01651409082749955;1.651409082749955
ק;86;5571;0.015437084903966973;1.5437084903966973
ר;320;5571;0.05744031592173757;5.744031592173757
ש;263;5571;0.04720875964817806;4.7208759648178065
ת;294;5571;0.05277329025309639;5.277329025309639
