Hebrew Letter;Number Of Instances;Length Of Text;Percentage Of Text as Decimal;Percentage of Text as %
א;2427;31862;0.07617224279706233;7.6172242797062335
ב;1549;31862;0.048615906095034835;4.861590609503484
ג;318;31862;0.009980541083422258;0.9980541083422257
ד;867;31862;0.027211097859519178;2.721109785951918
ה;1677;31862;0.052633230807858894;5.26332308078589
ו;3576;31862;0.112234009164522;11.223400916452201
ז;253;31862;0.007940493377691293;0.7940493377691293
ח;977;31862;0.03066348628460235;3.066348628460235
ט;233;31862;0.007312786391312535;0.7312786391312536
י;4248;31862;0.13332496390684828;13.332496390684828
כ;977;31862;0.03066348628460235;3.066348628460235
ך;323;31862;0.010137467830016948;1.0137467830016949
כ/ך;1300;31862;0.040800954114619294;4.0800954114619294
ל;2300;31862;0.07218630343355721;7.218630343355721
מ;1608;31862;0.05046764170485218;5.0467641704852175
ם;945;31862;0.029659155106396336;2.9659155106396335
מ/ם;2553;31862;0.08012679681124851;8.012679681124851
נ;1198;31862;0.03759964848408763;3.759964848408763
ן;404;31862;0.01267968112485092;1.267968112485092
נ/ן;1602;31862;0.05027932960893855;5.027932960893855
ס;220;31862;0.006904776850166342;0.6904776850166342
ע;1420;31862;0.044567196032891845;4.4567196032891845
פ;644;31862;0.02021216496139602;2.0212164961396017
ף;102;31862;0.003201305630531668;0.3201305630531668
פ/ף;746;31862;0.02341347059192769;2.3413470591927688
צ;345;31862;0.010827945515033582;1.0827945515033581
ץ;103;31862;0.003232690979850606;0.3232690979850606
צ/ץ;448;31862;0.014060636494884189;1.4060636494884189
ק;501;31862;0.0157240600087879;1.57240600087879
ר;1684;31862;0.05285292825309146;5.285292825309146
ש;1377;31862;0.04321762601217752;4.321762601217752
ת;1586;31862;0.04977716401983554;4.977716401983554
