(n, d, k);[Gematria of ELS];ELS Search Term;Found in WordNumber In Text;WordCoordinatesDWTK;Found in Word In Text;LetterPositionIndex In Word;LetterCoordinatesD5K of First Letter in ELS;Found In Verse
(40969, -100, 4);[8, 10, 300, 40];משיח;10793;(2, 28, 15, 5, 10793);חשב;1;(2, 28, 15, 17, 40969);ועשית חשן משפט מעשה חשב כמעשה אפד תעשנו זהב תכלת וארגמן ותולעת שני ושש משזר תעשה אתו
(11836, -99, 4);[8, 10, 300, 40];משיח;3072;(2, 9, 7, 1, 3072);וישלח;5;(2, 9, 7, 5, 11836);וישלח פרעה והנה לא מת ממקנה ישראל עד אחד ויכבד לב פרעה ולא שלח את העם
(30266, -98, 4);[8, 10, 300, 40];משיח;8011;(2, 21, 5, 14, 8011);חפשי;1;(2, 21, 5, 43, 30266);ואם אמר יאמר העבד אהבתי את אדני את אשתי ואת בני לא אצא חפשי
(50051, -98, 4);[8, 10, 300, 40];משיח;13187;(2, 33, 7, 11, 13187);המחנה;3;(2, 33, 7, 37, 50051);ומשה יקח את האהל ונטה לו מחוץ למחנה הרחק מן המחנה וקרא לו אהל מועד והיה כל מבקש יהוה יצא אל אהל מועד אשר מחוץ למחנה
(42568, -97, 4);[8, 10, 300, 40];משיח;11211;(2, 29, 2, 3, 11211);וחלת;2;(2, 29, 2, 10, 42568);ולחם מצות וחלת מצת בלולת בשמן ורקיקי מצות משחים בשמן סלת חטים תעשה אתם
(6743, -92, 4);[8, 10, 300, 40];משיח;1759;(2, 6, 1, 13, 1759);ישלחם;4;(2, 6, 1, 46, 6743);ויאמר יהוה אל משה עתה תראה אשר אעשה לפרעה כי ביד חזקה ישלחם וביד חזקה יגרשם מארצו
(18554, -92, 4);[8, 10, 300, 40];משיח;4884;(2, 12, 48, 6, 4884);פסח;3;(2, 12, 48, 19, 18554);וכי יגור אתך גר ועשה פסח ליהוה המול לו כל זכר ואז יקרב לעשתו והיה כאזרח הארץ וכל ערל לא יאכל בו
(57780, -92, 4);[8, 10, 300, 40];משיח;15206;(2, 37, 22, 7, 15206);אחת;2;(2, 37, 22, 28, 57780);כפתריהם וקנתם ממנה היו כלה מקשה אחת זהב טהור
(16200, -91, 4);[8, 10, 300, 40];משיח;4267;(2, 12, 7, 1, 4267);ולקחו;4;(2, 12, 7, 4, 16200);ולקחו מן הדם ונתנו על שתי המזוזת ועל המשקוף על הבתים אשר יאכלו אתו בהם
(38258, -90, 4);[8, 10, 300, 40];משיח;10128;(2, 26, 21, 6, 10128);תחת;2;(2, 26, 21, 26, 38258);וארבעים אדניהם כסף שני אדנים תחת הקרש האחד ושני אדנים תחת הקרש האחד
(38266, -90, 4);[8, 10, 300, 40];משיח;10130;(2, 26, 21, 8, 10130);האחד;3;(2, 26, 21, 34, 38266);וארבעים אדניהם כסף שני אדנים תחת הקרש האחד ושני אדנים תחת הקרש האחד
(39986, -87, 4);[8, 10, 300, 40];משיח;10541;(2, 27, 18, 7, 10541);בחמשים;2;(2, 27, 18, 25, 39986);ארך החצר מאה באמה ורחב חמשים בחמשים וקמה חמש אמות שש משזר ואדניהם נחשת
(60192, -84, 4);[8, 10, 300, 40];משיח;15814;(2, 39, 8, 5, 15814);חשב;1;(2, 39, 8, 15, 60192);ויעש את החשן מעשה חשב כמעשה אפד זהב תכלת וארגמן ותולעת שני ושש משזר
(24483, -83, 4);[8, 10, 300, 40];משיח;6431;(2, 16, 24, 1, 6431);ויניחו;5;(2, 16, 24, 5, 24483);ויניחו אתו עד הבקר כאשר צוה משה ולא הבאיש ורמה לא היתה בו
(37458, -83, 4);[8, 10, 300, 40];משיח;9934;(2, 26, 6, 2, 9934);חמשים;1;(2, 26, 6, 6, 37458);ועשית חמשים קרסי זהב וחברת את היריעת אשה אל אחתה בקרסים והיה המשכן אחד
(58658, -82, 4);[8, 10, 300, 40];משיח;15433;(2, 38, 12, 4, 15433);חמשים;1;(2, 38, 12, 13, 58658);ולפאת ים קלעים חמשים באמה עמודיהם עשרה ואדניהם עשרה ווי העמדים וחשוקיהם כסף
(62629, -82, 4);[8, 10, 300, 40];משיח;16467;(2, 40, 18, 13, 16467);בריחיו;4;(2, 40, 18, 46, 62629);ויקם משה את המשכן ויתן את אדניו וישם את קרשיו ויתן את בריחיו ויקם את עמודיו
(18936, -81, 4);[8, 10, 300, 40];משיח;4989;(2, 13, 5, 10, 4989);והחוי;3;(2, 13, 5, 40, 18936);והיה כי יביאך יהוה אל ארץ הכנעני והחתי והאמרי והחוי והיבוסי אשר נשבע לאבתיך לתת לך ארץ זבת חלב ודבש ועבדת את העבדה הזאת בחדש הזה
(58315, -81, 4);[8, 10, 300, 40];משיח;15350;(2, 38, 4, 11, 15350);חציו;1;(2, 38, 4, 40, 58315);ויעש למזבח מכבר מעשה רשת נחשת תחת כרכבו מלמטה עד חציו
(52333, -80, 4);[8, 10, 300, 40];משיח;13809;(2, 34, 25, 12, 13809);הפסח;4;(2, 34, 25, 37, 52333);לא תשחט על חמץ דם זבחי ולא ילין לבקר זבח חג הפסח
(27378, -79, 4);[8, 10, 300, 40];משיח;7218;(2, 18, 24, 4, 7218);חתנו;1;(2, 18, 24, 13, 27378);וישמע משה לקול חתנו ויעש כל אשר אמר
(34699, -78, 4);[8, 10, 300, 40];משיח;9240;(2, 24, 5, 9, 9240);זבחים;3;(2, 24, 5, 36, 34699);וישלח את נערי בני ישראל ויעלו עלת ויזבחו זבחים שלמים ליהוה פרים
(6389, -77, 4);[8, 10, 300, 40];משיח;1667;(2, 5, 17, 10, 1667);נזבחה;4;(2, 5, 17, 38, 6389);ויאמר נרפים אתם נרפים על כן אתם אמרים נלכה נזבחה ליהוה
(55825, -76, 4);[8, 10, 300, 40];משיח;14720;(2, 36, 21, 8, 14720);רחב;2;(2, 36, 21, 27, 55825);עשר אמת ארך הקרש ואמה וחצי האמה רחב הקרש האחד
(21974, -75, 4);[8, 10, 300, 40];משיח;5772;(2, 15, 4, 3, 5772);וחילו;2;(2, 15, 4, 11, 21974);מרכבת פרעה וחילו ירה בים ומבחר שלשיו טבעו בים סוף
(55340, -75, 4);[8, 10, 300, 40];משיח;14602;(2, 36, 11, 15, 14602);במחברת;3;(2, 36, 11, 62, 55340);ויעש ללאת תכלת על שפת היריעה האחת מקצה במחברת כן עשה בשפת היריעה הקיצונה במחברת השנית
(9057, -71, 4);[8, 10, 300, 40];משיח;2356;(2, 7, 16, 6, 2356);שלחני;3;(2, 7, 16, 26, 9057);ואמרת אליו יהוה אלהי העברים שלחני אליך לאמר שלח את עמי ויעבדני במדבר והנה לא שמעת עד כה
(9589, -69, 4);[8, 10, 300, 40];משיח;2500;(2, 7, 24, 1, 2500);ויחפרו;3;(2, 7, 24, 3, 9589);ויחפרו כל מצרים סביבת היאר מים לשתות כי לא יכלו לשתת ממימי היאר
(15275, -67, 4);[8, 10, 300, 40];משיח;4015;(2, 11, 1, 7, 4015);אחד;2;(2, 11, 1, 22, 15275);ויאמר יהוה אל משה עוד נגע אחד אביא על פרעה ועל מצרים אחרי כן ישלח אתכם מזה כשלחו כלה גרש יגרש אתכם מזה
(18591, -67, 4);[8, 10, 300, 40];משיח;4894;(2, 12, 48, 16, 4894);כאזרח;5;(2, 12, 48, 56, 18591);וכי יגור אתך גר ועשה פסח ליהוה המול לו כל זכר ואז יקרב לעשתו והיה כאזרח הארץ וכל ערל לא יאכל בו
(31420, -66, 4);[8, 10, 300, 40];משיח;8338;(2, 21, 33, 16, 8338);חמור;1;(2, 21, 33, 47, 31420);וכי יפתח איש בור או כי יכרה איש בר ולא יכסנו ונפל שמה שור או חמור
(57720, -66, 4);[8, 10, 300, 40];משיח;15192;(2, 37, 21, 12, 15192);תחת;2;(2, 37, 21, 47, 57720);וכפתר תחת שני הקנים ממנה וכפתר תחת שני הקנים ממנה וכפתר תחת שני הקנים ממנה לששת הקנים היצאים ממנה
(59477, -66, 4);[8, 10, 300, 40];משיח;15629;(2, 38, 26, 20, 15629);וחמש;2;(2, 38, 26, 79, 59477);בקע לגלגלת מחצית השקל בשקל הקדש לכל העבר על הפקדים מבן עשרים שנה ומעלה לשש מאות אלף ושלשת אלפים וחמש מאות וחמשים
(46555, -65, 4);[8, 10, 300, 40];משיח;12256;(2, 30, 34, 9, 12256);ושחלת;3;(2, 30, 34, 28, 46555);ויאמר יהוה אל משה קח לך סמים נטף ושחלת וחלבנה סמים ולבנה זכה בד בבד יהיה
(31420, -64, 4);[8, 10, 300, 40];משיח;8338;(2, 21, 33, 16, 8338);חמור;1;(2, 21, 33, 47, 31420);וכי יפתח איש בור או כי יכרה איש בר ולא יכסנו ונפל שמה שור או חמור
(42595, -64, 4);[8, 10, 300, 40];משיח;11217;(2, 29, 2, 9, 11217);משחים;3;(2, 29, 2, 37, 42595);ולחם מצות וחלת מצת בלולת בשמן ורקיקי מצות משחים בשמן סלת חטים תעשה אתם
(56637, -61, 4);[8, 10, 300, 40];משיח;14918;(2, 36, 38, 3, 14918);חמשה;1;(2, 36, 38, 10, 56637);ואת עמודיו חמשה ואת וויהם וצפה ראשיהם וחשקיהם זהב ואדניהם חמשה נחשת
(45865, -60, 4);[8, 10, 300, 40];משיח;12069;(2, 30, 18, 3, 12069);נחשת;2;(2, 30, 18, 11, 45865);ועשית כיור נחשת וכנו נחשת לרחצה ונתת אתו בין אהל מועד ובין המזבח ונתת שמה מים
(54364, -59, 4);[8, 10, 300, 40];משיח;14357;(2, 35, 30, 14, 14357);חור;1;(2, 35, 30, 45, 54364);ויאמר משה אל בני ישראל ראו קרא יהוה בשם בצלאל בן אורי בן חור למטה יהודה
(48617, -56, 4);[8, 10, 300, 40];משיח;12792;(2, 32, 16, 9, 12792);חרות;1;(2, 32, 16, 36, 48617);והלחת מעשה אלהים המה והמכתב מכתב אלהים הוא חרות על הלחת
(56511, -55, 4);[8, 10, 300, 40];משיח;14886;(2, 36, 35, 11, 14886);חשב;1;(2, 36, 35, 42, 56511);ויעש את הפרכת תכלת וארגמן ותולעת שני ושש משזר מעשה חשב עשה אתה כרבים
(38027, -54, 4);[8, 10, 300, 40];משיח;10072;(2, 26, 16, 10, 10072);האחד;3;(2, 26, 16, 36, 38027);עשר אמות ארך הקרש ואמה וחצי האמה רחב הקרש האחד
(54386, -54, 4);[8, 10, 300, 40];משיח;14362;(2, 35, 31, 3, 14362);רוח;3;(2, 35, 31, 11, 54386);וימלא אתו רוח אלהים בחכמה בתבונה ובדעת ובכל מלאכה
(7597, -53, 4);[8, 10, 300, 40];משיח;1976;(2, 6, 16, 10, 1976);חיי;1;(2, 6, 16, 39, 7597);ואלה שמות בני לוי לתלדתם גרשון וקהת ומררי ושני חיי לוי שבע ושלשים ומאת שנה
(7720, -52, 4);[8, 10, 300, 40];משיח;2005;(2, 6, 19, 6, 2005);משפחת;4;(2, 6, 19, 24, 7720);ובני מררי מחלי ומושי אלה משפחת הלוי לתלדתם
(22288, -51, 4);[8, 10, 300, 40];משיח;5850;(2, 15, 13, 1, 5850);נחית;2;(2, 15, 13, 2, 22288);נחית בחסדך עם זו גאלת נהלת בעזך אל נוה קדשך
(34561, -51, 4);[8, 10, 300, 40];משיח;9205;(2, 24, 3, 16, 9205);אחד;2;(2, 24, 3, 53, 34561);ויבא משה ויספר לעם את כל דברי יהוה ואת כל המשפטים ויען כל העם קול אחד ויאמרו כל הדברים אשר דבר יהוה נעשה
(33902, -49, 4);[8, 10, 300, 40];משיח;9034;(2, 23, 23, 11, 9034);החוי;2;(2, 23, 23, 48, 33902);כי ילך מלאכי לפניך והביאך אל האמרי והחתי והפרזי והכנעני החוי והיבוסי והכחדתיו
(55200, -48, 4);[8, 10, 300, 40];משיח;14566;(2, 36, 9, 7, 14566);ורחב;3;(2, 36, 9, 30, 55200);ארך היריעה האחת שמנה ועשרים באמה ורחב ארבע באמה היריעה האחת מדה אחת לכל היריעת
(2123, -46, 4);[8, 10, 300, 40];משיח;548;(2, 2, 23, 8, 548);ויאנחו;5;(2, 2, 23, 34, 2123);ויהי בימים הרבים ההם וימת מלך מצרים ויאנחו בני ישראל מן העבדה ויזעקו ותעל שועתם אל האלהים מן העבדה
(20435, -44, 4);[8, 10, 300, 40];משיח;5382;(2, 14, 9, 17, 5382);החירת;2;(2, 14, 9, 65, 20435);וירדפו מצרים אחריהם וישיגו אותם חנים על הים כל סוס רכב פרעה ופרשיו וחילו על פי החירת לפני בעל צפן
(56393, -42, 4);[8, 10, 300, 40];משיח;14855;(2, 36, 33, 5, 14855);לברח;4;(2, 36, 33, 20, 56393);ויעש את הבריח התיכן לברח בתוך הקרשים מן הקצה אל הקצה
(649, -41, 4);[8, 10, 300, 40];משיח;167;(2, 1, 16, 16, 167);וחיה;2;(2, 1, 16, 59, 649);ויאמר בילדכן את העבריות וראיתן על האבנים אם בן הוא והמתן אתו ואם בת הוא וחיה
(58431, -41, 4);[8, 10, 300, 40];משיח;15379;(2, 38, 7, 12, 15379);לחת;2;(2, 38, 7, 43, 58431);ויבא את הבדים בטבעת על צלעת המזבח לשאת אתו בהם נבוב לחת עשה אתו
(27452, -40, 4);[8, 10, 300, 40];משיח;7239;(2, 18, 25, 17, 7239);חמשים;1;(2, 18, 25, 59, 27452);ויבחר משה אנשי חיל מכל ישראל ויתן אתם ראשים על העם שרי אלפים שרי מאות שרי חמשים ושרי עשרת
(55431, -40, 4);[8, 10, 300, 40];משיח;14623;(2, 36, 13, 2, 14623);חמשים;1;(2, 36, 13, 5, 55431);ויעש חמשים קרסי זהב ויחבר את היריעת אחת אל אחת בקרסים ויהי המשכן אחד
(41229, -37, 4);[8, 10, 300, 40];משיח;10855;(2, 28, 21, 11, 10855);פתוחי;4;(2, 28, 21, 43, 41229);והאבנים תהיין על שמת בני ישראל שתים עשרה על שמתם פתוחי חותם איש על שמו תהיין לשני עשר שבט
(4023, -36, 4);[8, 10, 300, 40];משיח;1035;(2, 4, 5, 12, 1035);יצחק;3;(2, 4, 5, 48, 4023);למען יאמינו כי נראה אליך יהוה אלהי אבתם אלהי אברהם אלהי יצחק ואלהי יעקב
(4491, -35, 4);[8, 10, 300, 40];משיח;1164;(2, 4, 13, 4, 1164);שלח;3;(2, 4, 13, 14, 4491);ויאמר בי אדני שלח נא ביד תשלח
