Hebrew Letter;Number Of Instances;Length Of Text;Percentage Of Text as Decimal;Percentage of Text as %
א;5224;63529;0.08223016260290576;8.223016260290576
ב;3548;63529;0.055848510129232316;5.584851012923232
ג;394;63529;0.0062018920493003196;0.6201892049300319
ד;1623;63529;0.025547387807143194;2.5547387807143194
ה;5688;63529;0.0895339136457366;8.95339136457366
ו;5993;63529;0.09433487068897668;9.433487068897668
ז;454;63529;0.007146342615183617;0.7146342615183616
ח;1699;63529;0.02674369185726204;2.6743691857262037
ט;397;63529;0.0062491145775944845;0.6249114577594485
י;6299;63529;0.0991515685749815;9.91515685749815
כ;1578;63529;0.02483904988273072;2.483904988273072
ך;324;63529;0.005100033055769806;0.5100033055769806
כ/ך;1902;63529;0.029939082938500526;2.9939082938500525
ל;4828;63529;0.075996788868076;7.5996788868076
מ;3381;63529;0.05321978938752381;5.32197893875238
ם;2328;63529;0.03664468195627194;3.6644681956271943
מ/ם;5709;63529;0.08986447134379574;8.986447134379574
נ;2372;63529;0.03733727903791969;3.733727903791969
ן;1107;63529;0.017425112940546838;1.7425112940546839
נ/ן;3479;63529;0.05476239197846653;5.476239197846653
ס;492;63529;0.0077444946402430385;0.7744494640243038
ע;2349;63529;0.036975239654331096;3.69752396543311
פ;1010;63529;0.01589825119236884;1.5898251192368837
ף;210;63529;0.003305576980591541;0.3305576980591541
פ/ף;1220;63529;0.01920382817296038;1.9203828172960382
צ;536;63529;0.00843709172189079;0.8437091721890789
ץ;153;63529;0.002408348943002408;0.24083489430024083
צ/ץ;689;63529;0.010845440664893199;1.08454406648932
ק;1002;63529;0.015772324450251066;1.5772324450251067
ר;3588;63529;0.056478143839821186;5.647814383982118
ש;3548;63529;0.055848510129232316;5.584851012923232
ת;3404;63529;0.05358182877111241;5.358182877111241
