Hebrew Letter;Number Of Instances;Length Of Text;Percentage Of Text as Decimal;Percentage of Text as %
א;8583;98460;0.08717245581962219;8.717245581962219
ב;5613;98460;0.057007921998781234;5.700792199878124
ג;593;98460;0.006022750355474304;0.6022750355474304
ד;2435;98460;0.024730855169612025;2.4730855169612025
ה;8867;98460;0.09005687588868576;9.005687588868575
ו;10317;98460;0.10478366849482024;10.478366849482024
ז;795;98460;0.008074344911639244;0.8074344911639244
ח;2192;98460;0.022262847856997767;2.2262847856997765
ט;406;98460;0.004123501929717652;0.4123501929717652
י;11599;98460;0.11780418444038188;11.780418444038187
כ;2500;98460;0.025391021734714605;2.5391021734714605
ך;1562;98460;0.015864310379849686;1.5864310379849687
כ/ך;4062;98460;0.04125533211456429;4.125533211456429
ל;7561;98460;0.07679260613447085;7.679260613447085
מ;4963;98460;0.05040625634775543;5.040625634775544
ם;3103;98460;0.03151533617712777;3.151533617712777
מ/ם;8066;98460;0.08192159252488321;8.19215925248832
נ;2680;98460;0.027219175299614057;2.721917529961406
ן;1050;98460;0.010664229128580133;1.0664229128580134
נ/ן;3730;98460;0.03788340442819419;3.788340442819419
ס;660;98460;0.006703229737964655;0.6703229737964655
ע;3552;98460;0.03607556368068251;3.6075563680682508
פ;973;98460;0.009882185659150925;0.9882185659150925
ף;160;98460;0.0016250253910217347;0.16250253910217347
פ/ף;1133;98460;0.01150721105017266;1.1507211050172659
צ;766;98460;0.007779809059516555;0.7779809059516555
ץ;179;98460;0.0018179971562055656;0.18179971562055655
צ/ץ;945;98460;0.009597806215722121;0.9597806215722121
ק;1189;98460;0.012075969937030267;1.2075969937030266
ר;5831;98460;0.059222019094048346;5.922201909404834
ש;5246;98460;0.05328052000812513;5.328052000812513
ת;5085;98460;0.051645338208409504;5.16453382084095
